Vendor Name, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
BYWATERS LTD,800123219,BYWATERS LTD,P54176,6,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,7,123.29,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,8,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,9,322.74,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,10,163.18,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,11,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,12,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,13,166.80,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,14,188.57,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,15,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,16,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,17,123.29,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,18,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,19,188.56,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,20,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,21,210.33,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,22,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,23,188.57,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,24,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,25,170.42,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,26,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,27,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,28,155.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,29,155.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,30,199.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,31,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,32,224.82,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,33,137.80,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,34,322.74,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,35,137.80,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,36,297.36,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,37,188.57,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,38,137.80,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,39,159.56,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,40,155.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,41,177.69,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,42,170.42,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,43,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,44,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,45,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,46,116.04,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,47,224.82,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,48,235.70,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,49,134.17,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,50,159.56,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,51,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,52,369.86,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,53,309.08,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,54,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,55,210.33,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,56,188.56,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,57,134.17,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,58,192.20,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,59,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,60,282.82,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,61,152.30,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,62,213.95,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,63,199.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,64,199.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,65,344.48,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,66,199.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,67,221.20,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,68,380.74,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,69,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,70,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,71,199.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,72,246.58,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,73,116.04,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,74,54.40,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,75,391.60,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,76,235.70,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,77,228.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,78,159.56,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,79,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,80,116.04,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,81,134.17,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,82,199.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,83,192.20,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,84,170.42,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,85,222.04,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,86,116.04,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,87,308.24,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,88,137.80,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,89,126.92,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,90,380.74,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,91,155.93,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,92,261.06,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,93,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,94,322.70,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,95,159.56,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,96,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,97,435.14,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,98,116.04,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,99,177.69,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,100,170.44,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,101,"2,463.94",PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,102,134.17,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,103,199.45,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,104,166.81,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,105,413.38,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,106,145.05,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123219,BYWATERS LTD,P54176,107,166.80,PLANNED REFUSE COLLECTION,06/12/18,,Technical and Service Support,Environmental Services
BYWATERS LTD,800123214,BYWATERS LTD,P55091,1,496.60,REACTIVE REFUSE COLLECTION,06/12/18,496.60,Technical and Service Support,Environmental Services
CDW LTD,031218G,CDW LTD,PSINV02298683,1,"1,268.60",HARDWARE DESKTOP,06/12/18,"1,268.60",Information and Communication Technology,ICT
SUMTOTAL SYSTEMS UK LTD,031218V,SUMTOTAL SYSTEMS UK LTD,STB0001451,1,"45,288.00",SOFTWARE COTS,06/12/18,"45,288.00",Information and Communication Technology,ICT
SUMTOTAL SYSTEMS UK LTD,031218V,SUMTOTAL SYSTEMS UK LTD,STB0001491,1,"5,000.00",SOFTWARE BESPOKE,06/12/18,"5,000.00",People Services,ICT
BACP ENTERPRISES LTD,281118K,BACP ENTERPRISES LTD,00100260N,1,389.00,SUBSCRIPTIONS,10/12/18,389.00,People Services,Financial Services
BRIGLY FIRE LTD,051218G,BRIGLY FIRE LTD,0405,1,"1,757.50",CONSULTANTS,10/12/18,"1,757.50",Fire Engineering & Specialist Fire Safety,Consultancy
FIRST PRODUCTS (SUSSEX) LTD,211118K,FIRST PRODUCTS (SUSSEX) LTD,08/1821,1,"2,118.75",GENERAL CONSUMABLES,10/12/18,"2,118.75",Procurement,Emergency Services
FLEET INVESTIGATIONS SL,142496,FLEET INVESTIGATIONS SL,10082,1,"2,280.00",LEGAL PROFESSIONAL FEES-GENERL,10/12/18,"2,280.00",Compensation Budgets,Legal Services
AFFINITY BUSINESS RETAIL LTD,051218G,AFFINITY BUSINESS RETAIL LTD,101125518,1,531.00,CURRENT HYDRANT COSTS,10/12/18,531.00,Procurement,Works - Construction
KIER BUILDING SERV ENGINEERS,041218V,KIER BUILDING SERV ENGINEERS,10122168,1,"60,275.79",PLANNED MEP,10/12/18,"60,275.79",Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123379,KIER BUILDING SERV ENGINEERS,10123174,1,44.53,REACTIVE MEP,10/12/18,382.54,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123379,KIER BUILDING SERV ENGINEERS,10123174,2,146.15,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123379,KIER BUILDING SERV ENGINEERS,10123174,3,92.63,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123379,KIER BUILDING SERV ENGINEERS,10123174,4,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123379,KIER BUILDING SERV ENGINEERS,10123174,5,26.87,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123379,KIER BUILDING SERV ENGINEERS,10123174,6,36.54,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,1,24.65,REACTIVE MEP,10/12/18,"1,493.96",Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,2,29.73,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,3,71.64,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,4,53.73,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,5,162.96,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,6,24.51,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,7,25.88,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,8,111.84,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,9,77.36,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,10,161.28,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,11,29.90,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,12,44.78,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,13,125.37,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,14,334.34,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,15,143.28,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123381,KIER BUILDING SERV ENGINEERS,10123178,16,72.71,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,1,186.24,REACTIVE MEP,10/12/18,553.92,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,2,36.87,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,3,71.64,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,4,35.82,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,5,26.86,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,6,142.76,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123373,KIER BUILDING SERV ENGINEERS,10123179,7,53.73,REACTIVE MEP,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,1,245.00,REACTIVE BUILDING FABRIC,10/12/18,"3,763.95",Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,2,17.19,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,3,100.29,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,4,334.18,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,5,195.15,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,6,35.83,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,7,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,8,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,9,824.96,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,10,17.91,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,11,17.19,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,12,95.38,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,13,295.00,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,14,44.78,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,15,197.01,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,16,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,17,71.64,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,18,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,19,80.61,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,20,17.91,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,21,85.27,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,22,89.55,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,23,55.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,24,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,25,44.78,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,26,131.10,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,27,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,28,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,29,17.91,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,30,35.82,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,31,111.75,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
KIER BUILDING SERV ENGINEERS,800123378,KIER BUILDING SERV ENGINEERS,10123372,32,96.50,REACTIVE BUILDING FABRIC,10/12/18,,Technical and Service Support,Works - Construction
