Vendor Name, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,38,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,39,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,40,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,41,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,42,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,43,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,44,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,45,6.94,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,46,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,47,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,48,6.94,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,49,2.96,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,50,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,51,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,52,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,53,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,54,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,55,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,56,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,57,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,58,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,59,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,60,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,61,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,62,5.18,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,63,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,64,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,65,2.96,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,66,6.94,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,67,2.59,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,68,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,69,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,70,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,71,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,72,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,73,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,74,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,75,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,76,6.94,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,77,2.96,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,78,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,79,5.18,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,80,2.59,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,81,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,82,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,83,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,84,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,85,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,86,2.96,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,87,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,88,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,89,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,90,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,91,2.84,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,92,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,93,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,94,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,95,6.94,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,96,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,97,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,98,2.96,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,99,6.94,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,100,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,101,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,102,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,103,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,104,5.18,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,105,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,106,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,107,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,108,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South West),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,109,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,110,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,111,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,112,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,113,0.99,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,114,10.89,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,115,1.48,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
THOMAS KNEALE & CO LTD,800123327,THOMAS KNEALE & CO LTD,TK124787,116,3.47,BEDS & SOFT FURNISHINGS,20/12/18,,Fire Stations (South East),Furniture & Soft Furnishings
FIELD FISHER LLP,142496,FIELD FISHER LLP,UK01-INV-000063560,1,"2,859.50",LEGAL PROFESSIONAL FEES-GENERL,20/12/18,"2,859.50",Grenfell Investigation Legal Costs,Legal Services
GARRAN LOCKERS LTD,181218K,GARRAN LOCKERS LTD,0000028488,1,987.18,OFFICE FURNITURE,24/12/18,987.18,Fire Stations (North West),Furniture & Soft Furnishings
GARRAN LOCKERS LTD,191218K,GARRAN LOCKERS LTD,0000028489,1,93.50,OFFICE FURNITURE,24/12/18,280.50,Fire Stations (North East),Furniture & Soft Furnishings
GARRAN LOCKERS LTD,191218K,GARRAN LOCKERS LTD,0000028489,2,93.50,OFFICE FURNITURE,24/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
GARRAN LOCKERS LTD,191218K,GARRAN LOCKERS LTD,0000028489,3,93.50,OFFICE FURNITURE,24/12/18,,Fire Stations (North East),Furniture & Soft Furnishings
EDF ENERGY,142514,EDF ENERGY,00005158479,1,908.02,ELECTRICITY,24/12/18,"73,218.32",Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,2,616.22,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,3,818.61,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,4,958.97,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,5,469.02,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,6,673.59,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,7,444.59,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,8,503.25,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,9,510.96,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,10,417.65,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,11,385.17,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,12,757.69,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,13,74.49,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,14,61.58,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,15,53.70,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,16,59.65,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,17,81.24,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,18,58.29,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,19,36.98,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,20,96.73,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,21,3.30,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,22,7.65,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,23,8.90,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,24,"1,276.17",ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,25,"1,342.20",ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,26,926.01,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,27,66.81,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,28,601.77,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,29,589.70,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,30,905.55,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,31,"1,192.36",ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,32,445.76,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,33,24.86,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,34,7.63,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,35,496.70,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,36,710.65,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,37,430.32,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,38,515.57,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,39,861.23,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,40,51.24,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,41,19.86,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,42,24.06,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,43,358.34,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,44,507.11,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,45,8.72,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,46,12.81,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,47,546.47,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,48,505.22,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,49,630.34,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,50,9.48,GAS,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,51,48.62,GAS,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,52,300.18,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,53,459.16,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,54,25.48,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,55,30.14,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,56,941.05,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,57,53.78,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,58,405.92,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,59,468.01,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,60,999.95,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,61,519.49,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,62,674.42,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,63,807.79,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,64,691.04,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,65,841.72,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,66,568.61,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,67,569.40,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,68,638.87,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,69,701.23,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,70,330.92,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,71,"1,088.98",ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,72,509.59,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,73,24.82,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,74,524.39,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,75,58.64,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,76,423.87,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,77,566.51,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,78,685.16,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,79,818.69,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,80,323.17,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,81,260.58,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,82,156.22,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,83,398.58,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,84,500.24,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,85,501.66,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,86,611.46,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,87,437.25,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,88,475.35,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,89,"1,095.88",ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,90,762.83,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,91,899.86,ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
EDF ENERGY,142514,EDF ENERGY,00005158479,92,"1,552.80",ELECTRICITY,24/12/18,,Technical and Service Support,Utilities
