 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
800015212,*NPS (SHOES) LTD,10964A,8,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,9,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,10,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,11,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,12,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,13,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,14,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,15,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,16,35.00,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,17,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,18,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,19,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,20,29.45,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,21,29.45,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,22,29.45,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,23,29.45,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,24,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,25,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,26,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,27,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,28,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,29,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,30,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,31,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,32,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,33,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,34,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,35,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,36,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,37,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,38,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,39,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,40,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,41,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,42,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,43,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,44,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,45,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,46,30.05,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,47,29.45,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,48,29.45,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,49,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,50,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,51,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,52,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,53,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,54,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,55,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,56,41.10,CLOTHING,03/12/12,
800015212,*NPS (SHOES) LTD,10964A,57,41.10,CLOTHING,03/12/12,
281112C,INFOR (UNITED KINGDOM) LIMITED,11206788-GB04G,1,535.00,MAINTENANCE & SUPPORT,03/12/12,"1,105.67"
281112C,INFOR (UNITED KINGDOM) LIMITED,11206788-GB04G,2,570.67,MAINTENANCE & SUPPORT,03/12/12,
281112C,INFOR (UNITED KINGDOM) LIMITED,11206795-GB04G,1,"1,070.00",DEVELOPMENT EXP - CONTRACTORS,03/12/12,"1,070.00"
281112C,INFOR (UNITED KINGDOM) LIMITED,11206796-GB04G,1,"3,745.00",CONSULTANTS,03/12/12,"3,745.00"
271112E,BT GLOBAL SERVICES============,1123516,1,541.66,TELECOMMUNICATIONS,03/12/12,541.66
281112E,KIER BUILDING SERV ENGINEERS==,12040894,1,"33,160.64",TACTICAL DAY TO DAY,03/12/12,"75,140.41"
281112E,KIER BUILDING SERV ENGINEERS==,12040894,2,519.71,TACTICAL DAY TO DAY,03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12040894,3,"1,733.59",TACTICAL DAY TO DAY,03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12040894,4,"1,869.76",TACTICAL DAY TO DAY,03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12040894,5,"29,417.93",STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12040894,6,844.26,STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12040894,7,"1,554.90",STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12040894,8,"6,039.62",STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,1,"30,675.53",TACTICAL DAY TO DAY,03/12/12,"72,655.30"
281112E,KIER BUILDING SERV ENGINEERS==,12050684,2,519.71,TACTICAL DAY TO DAY,03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,3,"1,733.59",TACTICAL DAY TO DAY,03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,4,"1,869.76",TACTICAL DAY TO DAY,03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,5,"29,417.93",STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,6,844.26,STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,7,"1,554.90",STRATEGIC (CYCLICAL),03/12/12,
281112E,KIER BUILDING SERV ENGINEERS==,12050684,8,"6,039.62",STRATEGIC (CYCLICAL),03/12/12,
281112C,CARPETS & FLOOR COVERS DIRECT=,1348,1,756.00,FIXTURES & FITTINGS,03/12/12,756.00
281112C,CARPETS & FLOOR COVERS DIRECT=,1353,1,688.00,FIXTURES & FITTINGS,03/12/12,688.00
281112C,BRITISH COMPUTER SOCIETY======,1358176,1,95.40,MAINTENANCE & SUPPORT,03/12/12,392.70
281112C,BRITISH COMPUTER SOCIETY======,1358176,2,135.90,MAINTENANCE & SUPPORT,03/12/12,
281112C,BRITISH COMPUTER SOCIETY======,1358176,3,66.00,MAINTENANCE & SUPPORT,03/12/12,
281112C,BRITISH COMPUTER SOCIETY======,1358176,4,95.40,MAINTENANCE & SUPPORT,03/12/12,
271112C,C BEAUMONT LTD,1517,1,"9,716.29",STRATEGIC (NON CYCLICAL),03/12/12,"9,716.29"
271112C,C BEAUMONT LTD,1535,1,"9,480.30",STRATEGIC (NON CYCLICAL),03/12/12,"9,480.30"
281112C,CODEGATE LIMITED==============,200319,1,895.56,PURCHASE,03/12/12,983.56
281112C,CODEGATE LIMITED==============,200319,2,78.00,PURCHASE,03/12/12,
281112C,CODEGATE LIMITED==============,200319,3,10.00,PURCHASE,03/12/12,
139973,MR STEPHEN WALSH,224754H,1,"1,187.50",PROFESSIONAL FEES ENFORCEMENT,03/12/12,"1,187.50"
800014933,*XMA LTD,253895,1,55.28,STATIONERY CONSUMABLES,03/12/12,276.40
800014933,*XMA LTD,253895,2,55.28,STATIONERY CONSUMABLES,03/12/12,
800014933,*XMA LTD,253895,3,55.28,STATIONERY CONSUMABLES,03/12/12,
800014933,*XMA LTD,253895,4,55.28,STATIONERY CONSUMABLES,03/12/12,
800014933,*XMA LTD,253895,5,55.28,STATIONERY CONSUMABLES,03/12/12,
800014934,*XMA LTD,253898,1,221.12,STATIONERY CONSUMABLES,03/12/12,725.80
800014934,*XMA LTD,253898,2,221.12,STATIONERY CONSUMABLES,03/12/12,
800014934,*XMA LTD,253898,3,165.84,STATIONERY CONSUMABLES,03/12/12,
800014934,*XMA LTD,253898,4,117.72,STATIONERY CONSUMABLES,03/12/12,
800014935,*XMA LTD,253901,1,58.86,STATIONERY CONSUMABLES,03/12/12,618.82
800014935,*XMA LTD,253901,2,110.56,STATIONERY CONSUMABLES,03/12/12,
800014935,*XMA LTD,253901,3,117.72,STATIONERY CONSUMABLES,03/12/12,
800014935,*XMA LTD,253901,4,110.56,STATIONERY CONSUMABLES,03/12/12,
800014935,*XMA LTD,253901,5,110.56,STATIONERY CONSUMABLES,03/12/12,
800014935,*XMA LTD,253901,6,110.56,STATIONERY CONSUMABLES,03/12/12,
800015260,ADECCO UK LIMITED=============,26221825,1,519.12,FRS STAFF AGENCY,03/12/12,519.12
800015261,ADECCO UK LIMITED=============,26221826,1,581.35,FRS STAFF AGENCY,03/12/12,581.35
800015262,ADECCO UK LIMITED=============,26221827,1,"1,199.08",FRS STAFF AGENCY,03/12/12,"1,199.08"
800015263,ADECCO UK LIMITED=============,26221828,1,963.60,FRS STAFF AGENCY,03/12/12,963.60
800015264,ADECCO UK LIMITED=============,26221829,1,868.33,FRS STAFF AGENCY,03/12/12,868.33
800015265,ADECCO UK LIMITED=============,26221830,1,432.60,FRS STAFF AGENCY,03/12/12,432.60
800015266,ADECCO UK LIMITED=============,26221831,1,549.15,FRS STAFF AGENCY,03/12/12,549.15
800015267,ADECCO UK LIMITED=============,26221832,1,581.35,FRS STAFF AGENCY,03/12/12,581.35
800015268,ADECCO UK LIMITED=============,26221833,1,494.40,FRS STAFF AGENCY,03/12/12,494.40
800015269,ADECCO UK LIMITED=============,26221834,1,959.54,FRS STAFF AGENCY,03/12/12,959.54
800015271,ADECCO UK LIMITED=============,26221836,1,"1,297.60",FRS STAFF AGENCY,03/12/12,"1,297.60"
800015272,ADECCO UK LIMITED=============,26221837,1,348.81,FRS STAFF AGENCY,03/12/12,348.81
800015273,ADECCO UK LIMITED=============,26221838,1,698.95,FRS STAFF AGENCY,03/12/12,698.95
800015274,ADECCO UK LIMITED=============,26221839,1,"1,086.50",FRS STAFF AGENCY,03/12/12,"1,086.50"
800015277,ADECCO UK LIMITED=============,26221842,1,344.16,FRS STAFF AGENCY,03/12/12,344.16
800015278,ADECCO UK LIMITED=============,26221843,1,806.05,FRS STAFF AGENCY,03/12/12,806.05
800015279,ADECCO UK LIMITED=============,26221844,1,548.13,FRS STAFF AGENCY,03/12/12,548.13
800015280,ADECCO UK LIMITED=============,26225714,1,"1,017.66",FRS STAFF AGENCY,03/12/12,"1,017.66"
800015281,ADECCO UK LIMITED=============,26225715,1,"1,017.66",FRS STAFF AGENCY,03/12/12,"1,017.66"
800015282,ADECCO UK LIMITED=============,26225716,1,"1,098.65",FRS STAFF AGENCY,03/12/12,"1,098.65"
800015283,ADECCO UK LIMITED=============,26225717,1,"1,098.65",FRS STAFF AGENCY,03/12/12,"1,098.65"
800015292,ADECCO UK LIMITED=============,26225718,1,650.72,FRS STAFF AGENCY,03/12/12,650.72
800015284,ADECCO UK LIMITED=============,26225719,1,"1,172.66",FRS STAFF AGENCY,03/12/12,"1,172.66"
800015285,ADECCO UK LIMITED=============,26225720,1,845.01,FRS STAFF AGENCY,03/12/12,845.01
800015287,ADECCO UK LIMITED=============,26225722,1,"1,296.75",FRS STAFF AGENCY,03/12/12,"1,296.75"
800015288,ADECCO UK LIMITED=============,26225723,1,"1,296.75",FRS STAFF AGENCY,03/12/12,"1,296.75"
800015289,ADECCO UK LIMITED=============,26225724,1,659.84,FRS STAFF AGENCY,03/12/12,659.84
800015290,ADECCO UK LIMITED=============,26225725,1,352.94,FRS STAFF AGENCY,03/12/12,352.94
281112E,S W BRUCE & CO LTD,27830,1,"28,500.00",PROFESSIONAL FEES - MISC,03/12/12,"28,500.00"
139971,REACTIVE ROOFING (UK) LIMITED,2797,1,550.00,TACTICAL DAY TO DAY,03/12/12,"1,550.00"
139971,REACTIVE ROOFING (UK) LIMITED,2797,2,"1,000.00",TACTICAL DAY TO DAY,03/12/12,
139971,REACTIVE ROOFING (UK) LIMITED,2799,1,"5,838.00",TACTICAL DAY TO DAY,03/12/12,"9,506.00"
139971,REACTIVE ROOFING (UK) LIMITED,2799,2,"3,668.00",TACTICAL DAY TO DAY,03/12/12,
191112E,W.GILCHRIST & CO,3425,1,288.00,PURCHASE,03/12/12,300.00
191112E,W.GILCHRIST & CO,3425,2,12.00,PURCHASE,03/12/12,
139972,BUILDSMART (SOUTHERN) LIMITED,399,1,250.00,DEVELOPMENT EXP - CONTRACTORS,03/12/12,950.00
139972,BUILDSMART (SOUTHERN) LIMITED,399,2,700.00,DEVELOPMENT EXP - CONTRACTORS,03/12/12,
139972,BUILDSMART (SOUTHERN) LIMITED,400,1,"2,030.00",STRATEGIC (NON CYCLICAL),03/12/12,"6,767.00"
139972,BUILDSMART (SOUTHERN) LIMITED,400,2,"4,737.00",STRATEGIC (NON CYCLICAL),03/12/12,
281112C,C P GREGORY & ASSOCIATES LTD==,485,1,990.00,TRAINING & CONFERENCES,03/12/12,990.00
800015044,*GREENHAM TRADING LTD=========,5559373,1,34.58,HYGIENE,03/12/12,359.04
800015044,*GREENHAM TRADING LTD=========,5559373,2,8.43,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,3,7.80,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,4,8.22,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,5,23.31,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,6,3.21,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,7,2.10,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,8,11.88,CLOTHING,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,9,1.12,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,10,13.60,OPERATIONAL EQUIP-PURCHASE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,11,11.04,OPERATIONAL EQUIP-PURCHASE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,12,25.13,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,13,43.06,CLOTHING,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,14,52.45,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,15,8.94,OPERATIONAL EQUIP-PURCHASE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,16,41.23,HYGIENE,03/12/12,
800015044,*GREENHAM TRADING LTD=========,5559373,17,62.94,HYGIENE,03/12/12,
139974,LONDON PENSIONS FUND AUTHORITY,5617,1,"85,094.29",LOCAL GOVT PENSION SCHEME PAYM,03/12/12,"85,094.29"
902236,BANK OF SCOTLAND,59348501,1,"229,381.86",VEHICLES,03/12/12,"229,381.86"
281112E,TWO SERVICES LTD==============,67476,1,68.75,CATERING EQUIPMENT,03/12/12,335.25
281112E,TWO SERVICES LTD==============,67476,2,266.50,CATERING EQUIPMENT,03/12/12,
281112E,TWO SERVICES LTD==============,67784,1,645.50,CATERING EQUIPMENT,03/12/12,645.50
271112E,TWO SERVICES LTD==============,67789,1,645.50,CATERING EQUIPMENT,03/12/12,"1,121.14"
271112E,TWO SERVICES LTD==============,67789,2,475.64,CATERING EQUIPMENT,03/12/12,
139973,SHARPE PRITCHARD==============,75081,1,300.00,PROFESSIONAL FEES GENERAL,03/12/12,300.00
139974,THAMES WATER UTILITIES LTD====,7851512767Y,1,"2,417.92",WATER & SEWERAGE RATES,03/12/12,"2,417.92"
139973,MISS HOLLY STOUT==============,81775,1,"1,710.00",COUNSELS FEES,03/12/12,"1,710.00"
271112E,CPL PETROLEUM=================,8643472,1,"4,489.60",FUEL,03/12/12,"4,489.60"
281112C,DRAEGER SAFETY UK LIMITED=====,90396087,1,760.40,PROTECTIVE EQUIPT - PARTS,03/12/12,"1,630.00"
281112C,DRAEGER SAFETY UK LIMITED=====,90396087,2,233.10,PROTECTIVE EQUIPT - PARTS,03/12/12,
281112C,DRAEGER SAFETY UK LIMITED=====,90396087,3,636.50,PROTECTIVE EQUIPT - PARTS,03/12/12,
281112C,DRAEGER SAFETY UK LIMITED=====,90396181,1,354.00,PROTECTIVE EQUIPT - PARTS,03/12/12,354.00
271112C,NORTHUMBRIAN WATER LTD========,912773243,1,292.00,CURRENT HYDRANT COSTS,03/12/12,292.00
271112C,NORTHUMBRIAN WATER LTD========,91277326X,1,867.00,CURRENT HYDRANT COSTS,03/12/12,867.00
271112C,NORTHUMBRIAN WATER LTD========,912773278,1,292.00,CURRENT HYDRANT COSTS,03/12/12,292.00
139974,THAMES WATER UTILITIES LTD====,9612596790M,1,264.48,WATER & SEWERAGE RATES,03/12/12,264.48
902236,PREMIER FIRESERVE ENGINEERING,ADM003,1,"35,000.00",VEHICLES,03/12/12,"35,000.00"
271112E,PITNEY BOWES PURCHASE POWER,BA133040,1,"5,494.33",POSTAL SERVICES,03/12/12,"5,494.33"
211112C,THAMES WATER UTILITIES LTD====,CBA1213403,1,"1,082.00",HYDRANTS,03/12/12,"1,082.00"
271112C,E&S B DAVIS LTD===============,DAV/38536,1,720.00,OPERATIONAL EQUIP-PURCHASE,03/12/12,720.00
139974,LONDON PENSIONS FUND AUTHORITY,ER749,1,"67,551.62",LOCAL GOVT PENSION SCHEME PAYM,03/12/12,"67,551.62"
139974,NPOWER BUSINESS===============,NP/MB/5015832,1,"5,484.09",GAS,03/12/12,"5,484.09"
139974,NPOWER BUSINESS===============,NP/MB/5015853,1,"1,451.92",GAS,03/12/12,"1,451.92"
281112E,PEGASUS COURIERS - LONDON=====,PL012761,1,"1,413.57",POSTAL SERVICES,03/12/12,"1,413.57"
221112C,GROUND CONTROL UMITED,SIN010147,1,375.00,GROUNDS MAINTENANCE,03/12/12,375.00
271112E,BRITISH TELECOM===============,VP 71178070 118401 ME,1,"149,989.74",TELECOMMUNICATIONS,03/12/12,"149,989.74"
231112E,APPLUS LLT,00120,1,"3,750.00",GENERAL,04/12/12,"3,750.00"
139986,THE LAW SOCIETY===============,35465,1,436.00,PRACT CERT & DRIVING LICENCES,04/12/12,436.00
139986,MR C J MCCULLOUGH=============,3767,1,425.00,DOCTORS/MEDICAL FEES,04/12/12,425.00
701531,FFC LONDON SHOP===============,TSS11297,1,"2,125.00",GENERAL CONSUMABLES,04/12/12,"2,125.00"
031212E,LIEC PLC======================,01463,1,"2,232.00",PUBLIC RELATIONS,06/12/12,"2,232.00"
291112E,*PRINCIPAL CATERING CONSULTNTS,049874,1,112.45,REFRESHMENTS,06/12/12,266.50
291112E,*PRINCIPAL CATERING CONSULTNTS,049874,2,20.80,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049874,3,112.45,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049874,4,20.80,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,1,50.00,REFRESHMENTS,06/12/12,287.95
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,2,48.00,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,3,60.55,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,4,11.20,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,5,17.30,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,6,8.65,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,7,77.85,REFRESHMENTS,06/12/12,
291112E,*PRINCIPAL CATERING CONSULTNTS,049891,8,14.40,REFRESHMENTS,06/12/12,
031212E,*PRINCIPAL CATERING CONSULTNTS,049893,1,475.75,REFRESHMENTS,06/12/12,651.75
031212E,*PRINCIPAL CATERING CONSULTNTS,049893,2,88.00,REFRESHMENTS,06/12/12,
031212E,*PRINCIPAL CATERING CONSULTNTS,049893,3,88.00,REFRESHMENTS,06/12/12,
041212G,*APTCO========================,101486,1,360.00,OPERATIONAL EQUIP-PURCHASE,06/12/12,360.00
031212C,ARVAL UK LTD,1019478994,1,"1,454.18",CONTRACT HIRE,06/12/12,"1,454.18"
800014984,JAMES HUNTER (OUTFITTERS) LTD=,106369,1,67.19,CLOTHING,06/12/12,298.98
800014984,JAMES HUNTER (OUTFITTERS) LTD=,106369,2,231.79,CLOTHING,06/12/12,
800014985,JAMES HUNTER (OUTFITTERS) LTD=,106370,1,70.54,CLOTHING,06/12/12,379.20
800014985,JAMES HUNTER (OUTFITTERS) LTD=,106370,2,308.66,CLOTHING,06/12/12,
800014986,JAMES HUNTER (OUTFITTERS) LTD=,106371,1,308.66,CLOTHING,06/12/12,308.66
800014987,JAMES HUNTER (OUTFITTERS) LTD=,106372,1,303.41,CLOTHING,06/12/12,303.41
800014995,JAMES HUNTER (OUTFITTERS) LTD=,106380,1,308.66,CLOTHING,06/12/12,360.78
800014995,JAMES HUNTER (OUTFITTERS) LTD=,106380,2,52.12,CLOTHING,06/12/12,
800014997,JAMES HUNTER (OUTFITTERS) LTD=,106382,1,477.16,CLOTHING,06/12/12,769.68
800014997,JAMES HUNTER (OUTFITTERS) LTD=,106382,2,10.36,CLOTHING,06/12/12,
800014997,JAMES HUNTER (OUTFITTERS) LTD=,106382,3,282.16,CLOTHING,06/12/12,
800015314,JAMES HUNTER (OUTFITTERS) LTD=,106448,1,238.58,CLOTHING,06/12/12,309.12
800015314,JAMES HUNTER (OUTFITTERS) LTD=,106448,2,70.54,CLOTHING,06/12/12,
