Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",FELTHAM - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",FINCHLEY - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",FULHAM - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",HAYES - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",HOLLOWAY - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",HOMERTON - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",HORNSEY - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",KENSINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",LAMBETH MAIN - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",LEYTON - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",LEYTONSTONE - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",LEWISHAM - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",LEWISHAM STAFF - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",MILLWALL - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",NORTH KENSINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",RICHMOND - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",SIDCUP - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",SOHO - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",SOUTHALL - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",SOUTHWARK MUSEUM - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",STOKE NEWINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",WALLINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",WHITECHAPEL - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22160,16/10/14,"£6,340.95",WOODFORD - KITCHEN DEEP CLEAN SEPTEMBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19011,16/10/14,"£5,800.00","DRAIN DOMESTIC WATER,ISOLATE GAS,INSTALL WATER BOILER-DOWNHA",PROPERTY SERVICES (3 US),MOOLANDS LTD,"£2,945.00",1.00,"£2,945.00",PSP/19011,"£5,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19011,16/10/14,"£5,800.00","DRAIN DOMESTIC WATER,ISOLATE GAS,INSTALL WATER BOILER-WOOLWI",PROPERTY SERVICES (3 US),MOOLANDS LTD,"£2,855.00",1.00,"£2,855.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19017,16/10/14,"£9,835.00",MAINTENANCE TO INTERCEPTORS - BEXLEY FIRE STATION,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,"£1,967.00",1.00,"£1,967.00",PSP/19017,"£9,835.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19017,16/10/14,"£9,835.00",MAINTENANCE TO INTERCEPTORS - BECKENHAM FIRE STATION,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,"£1,967.00",1.00,"£1,967.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19017,16/10/14,"£9,835.00",MAINTENANCE TO INTERCEPTORS - CROYDON FIRE STATION,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,"£1,967.00",1.00,"£1,967.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19017,16/10/14,"£9,835.00",MAINTENANCE TO INTERCEPTORS - ERITH FIRE STATION,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,"£1,967.00",1.00,"£1,967.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19017,16/10/14,"£9,835.00",MAINTENANCE TO INTERCEPTORS - FOREST HILL FIRE STATION,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,"£1,967.00",1.00,"£1,967.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19018,16/10/14,"£6,846.00",DISPLAY ENERGY CERTIFICATE - 42 AUTHORITY WIDE FIRE STATIONS,PROPERTY SERVICES (3 US),ENERGY AUDITING AGENCY LTD====,£1.00,"6,846.00","£6,846.00",PSP/19018,"£6,846.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19020,17/10/14,"£9,798.00",CONSULTANCY-FIRE SAFETY WORKS RIBA STAGES C-L. LEWISHAM FS,LEWISHAM FIRE STATION,URS SCOTT WILSON LIMITED,"£9,798.00",1.00,"£9,798.00",PSP/19020,"£9,798.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19022,17/10/14,"£6,165.00",TOP BOXES PPE - CHINGFORD FIRE STATION,CHINGFORD FIRE STATION,B NOKES CONTRACTS LTD,"£6,165.00",1.00,"£6,165.00",PSP/19022,"£6,165.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19024,17/10/14,"£8,665.00",REPAIR TO BOUNDRY WALLS - STOKE NEWINGTON FIRE STATION,STOKE NEWINGTON F STATION,FAHEY BUILDERS LTD============,"£8,665.00",1.00,"£8,665.00",PSP/19024,"£8,665.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53009,17/10/14,"£7,161.00",MEDICAL APPEAL HEARING,HR EMPLOYEE RELAT'NS MS (1 US),HEALTH MANAGEMENT LIMITED=====,"£7,161.00",1.00,"£7,161.00",TSE/53009,"£7,161.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19026,20/10/14,"£9,775.00",KITCHEN SUPPLY AND EXTRACT SYSTEM - DOWGATE FIRE STATION,DOWGATE FIRE STATION,CK DIRECT,"£9,775.00",1.00,"£9,775.00",PSP/19026,"£9,775.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19029,20/10/14,"£6,623.20",MAINTENANCE OF GROTTO SPORTS PITCH - STC,"SITE MANAGER, STC",SMITH CONSTRUCTION (HECKINGTON,"£6,623.20",1.00,"£6,623.20",PSP/19029,"£6,623.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITG/03559,21/10/14,"£6,439.44",CISCO IND. ETHERNET 3010 SERIES SWITCH,IT CONTRACT MANAGEMNT (1 US),STORM TECHNOLOGIES============,"£1,414.76",4.00,"£5,659.04",ITG/03559,"£6,439.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITG/03559,21/10/14,"£6,439.44",IE 3010 LOW DC POWER SUPPLY,IT CONTRACT MANAGEMNT (1 US),STORM TECHNOLOGIES============,£195.10,4.00,£780.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM/01788,21/10/14,"£6,506.56",CISCO IND. ETHERNET 3010 SERIES SWITCH,IT CONTRACT MANAGEMNT (1 US),COMPUTACENTRE================,"£1,431.34",4.00,"£5,725.36",ITM/01788,"£6,506.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM/01788,21/10/14,"£6,506.56",IE 3010 LOW DC POWER SUPPLY,IT CONTRACT MANAGEMNT (1 US),COMPUTACENTRE================,£195.30,4.00,£781.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09154,21/10/14,"£5,690.00",TO REPAIR EPDS,P.E. GROUP,THERMO FISHER SCIENTIFIC MESST,£118.00,48.00,"£5,664.00",PGS/09154,"£5,690.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09154,21/10/14,"£5,690.00",CARRIAGE,P.E. GROUP,THERMO FISHER SCIENTIFIC MESST,£26.00,1.00,£26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19030,21/10/14,"£6,780.00",EXTERNAL REPAINT AND INTERNAL REDECORATION - SURBITON FS,SURBITON FIRE STATION,SWEETT  UK LTD,"£6,780.00",1.00,"£6,780.00",PSP/19030,"£6,780.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19033,21/10/14,"£7,203.00",SURVEY AND REPLACE DEFECTIVE FOUL WATER SERVICES- CHELSEA FS,CHELSEA FIRE STATION,MOOLANDS LTD,"£7,203.00",1.00,"£7,203.00",PSP/19033,"£7,203.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19034,21/10/14,"£6,584.00",REBUILD BRICK PLANTERS,BETHNAL GREEN FIRE STATION,COLLINS (CONTRACTORS) LTD=====,"£6,584.00",1.00,"£6,584.00",PSP/19034,"£6,584.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19039,22/10/14,"£8,535.00",KITCHEN SUPPLY AND EXTRACT SYSTEM - STRATFORD FIRE STATION,STRATFORD FIRE STATION,CK DIRECT,"£8,535.00",1.00,"£8,535.00",PSP/19039,"£8,535.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53052,22/10/14,"£5,275.20",AGENCY WORKERS - FRS          INITIAL PLACEMENT,P.E. GROUP,ADECCO UK LIMITED=============,£12.56,420.00,"£5,275.20",TSE/53052,"£5,275.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14068,23/10/14,"£5,500.00",OCN-MSCL-STARS-100 5.5 DAYS PLUS 10% PM,IT BUSINESS SOLUTIONS (1 US),MOORE STEPHENS CONSULTING LTD=,"£1,000.00",5.50,"£5,500.00",ITS/14068,"£5,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITS/14069,23/10/14,"£6,500.00",OCN-MSCL-STARS-103 6.5 DAYS PLUS 10% PM,IT BUSINESS SOLUTIONS (1 US),MOORE STEPHENS CONSULTING LTD=,"£1,000.00",6.50,"£6,500.00",ITS/14069,"£6,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53060,23/10/14,"£8,117.20",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,DELIVERY MANAGEMENT (2 US),ADECCO UK LIMITED=============,£17.84,455.00,"£8,117.20",TSE/53060,"£8,117.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53061,23/10/14,"£8,117.20",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,DELIVERY MANAGEMENT (2 US),ADECCO UK LIMITED=============,£17.84,455.00,"£8,117.20",TSE/53061,"£8,117.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53062,23/10/14,"£8,117.20",AGENCY WORKERS - FRS          EXTENSION OF PLACEMENT,DELIVERY MANAGEMENT (2 US),ADECCO UK LIMITED=============,£17.84,455.00,"£8,117.20",TSE/53062,"£8,117.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19048,24/10/14,"£6,993.60",UNION STREET SPACE RATIONALISATION,UNION STREET HQ - FM,FLEXIFORM BUSINESS FURNITURE==,"£6,993.60",1.00,"£6,993.60",PSP/19048,"£6,993.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
