Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19136,13/11/14,"£9,900.00",REPAIR TO SURFACE OF DRILL YARD- BETHNAL GREEN FIRE STATION,BETHNAL GREEN FIRE STATION,BOURNE CONSTRUCTION COMPANY,"£9,900.00",1.00,"£9,900.00",PSP/19136,"£9,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53410,13/11/14,"£8,484.00",AGENCY WORKERS - FRS          INITIAL PLACEMENT,IT CUSTOMER SUPPORT (1 US),ADECCO UK LIMITED=============,£20.20,420.00,"£8,484.00",TSE/53410,"£8,484.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19142,17/11/14,"£8,230.00",KITCHEN SUPPLY AND EXTRACT SYSTEM - NORTH KENSINGTON FS,N KENSINGTON FIRE STATION,CK DIRECT,"£8,230.00",1.00,"£8,230.00",PSP/19142,"£8,230.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19143,17/11/14,"£8,660.00",KITCHEN SUPPLY AND EXTRACT SYSTEM - HENDON FIRE STATION,HENDON FIRE STATION,CK DIRECT,"£8,660.00",1.00,"£8,660.00",PSP/19143,"£8,660.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53457,17/11/14,"£6,160.00","ALARM, SMOKE, FIRE ANGEL, OPTICAL, WST-630 10 YEAR BATTERY",(NE) CFS TEAM - STRATFORD REAR,*SPRUE SAFETY PRODUCTS LTD====,£22.00,80.00,"£1,760.00",TSE/53457,"£6,160.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53457,17/11/14,"£6,160.00","ALARM, SMOKE, FIRE ANGEL, W2-SVP-630 STROBE & VIBRATING PAD",(NE) CFS TEAM - STRATFORD REAR,*SPRUE SAFETY PRODUCTS LTD====,£40.00,110.00,"£4,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",ADDINGTON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,FPL/22841,"£6,987.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",BECKENHAM - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",CLAPHAM - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",DOCKHEAD - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",EALING - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",EAST HAM - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",ENFIELD - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",EUSTON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HAINAULT - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HARROW - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HAROLC HILL - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HENDON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HILLINGDON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HORNCHURCH - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",ILFORD - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",ISLINGTON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",KENTISH TOWN - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",LAMBETH CBRN - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",MILL HILL - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",MITCHAM - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",NEW MALDEN - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",NORBURY - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",PARK ROYAL - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",PURLEY - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",ROMFORD - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",SHADWELL - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",SHOREDITCH - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",SOUTHGATE - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",STANMORE - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",SURBITON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",SUTTON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",TOOTING - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",TWICKENHAM - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",WANDSWORTH - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",WEMBLEY - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",WEST HAMPSTEAD - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",WIMBLEDON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",WOODSIDE - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£161.76,1.00,£161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL/22841,18/11/14,"£6,987.99",HESTON - KITCHEN DEEP CLEAN OCTOBER 2014,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,£194.11,1.00,£194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITG/03573,18/11/14,"£6,380.40",668815-421 HP PROLIANT SERVER,IT CONTRACT MANAGEMNT (1 US),STORM TECHNOLOGIES============,"£2,436.78",2.00,"£4,873.56",ITG/03573,"£6,380.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITG/03573,18/11/14,"£6,380.40",652583-B21 HP 600GB 6G SAS HARD DRIVE,IT CONTRACT MANAGEMNT (1 US),STORM TECHNOLOGIES============,£251.14,6.00,"£1,506.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM/01797,18/11/14,"£6,480.00",UPLIFT OF SUPPORT FOR NETSCALER & 24/7 COVERAGE,IT CONTRACT MANAGEMNT (1 US),ESTEEM SYSTEMS LTD============,"£6,480.00",1.00,"£6,480.00",ITM/01797,"£6,480.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19148,18/11/14,"£6,228.00",ROOFING REPAIRS - HESTON FIRE STATION,HESTON FIRE STATION,REACTIVE ROOFING (UK) LIMITED,"£6,228.00",1.00,"£6,228.00",PSP/19148,"£6,228.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09200,19/11/14,"£8,175.00",ANGUS DURALINE HOSE 70MM X 23M UNCOUPLED,P.E. GROUP,ANGUS FIRE LIMITED,£120.98,50.00,"£6,049.00",PGS/09200,"£8,175.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09200,19/11/14,"£8,175.00",ANGUS DURALINE HOSE 45MM X 23M UNCOUPLED,P.E. GROUP,ANGUS FIRE LIMITED,£81.88,25.00,"£2,047.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGS/09200,19/11/14,"£8,175.00",FREIGHT,P.E. GROUP,ANGUS FIRE LIMITED,£79.00,1.00,£79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE/53485,19/11/14,"£5,275.20",AGENCY WORKERS - FRS          INITIAL PLACEMENT,HR OPERATIONS PERSONNEL (1 US),ADECCO UK LIMITED=============,£12.56,420.00,"£5,275.20",TSE/53485,"£5,275.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19158,20/11/14,"£8,960.00",REPAIR TO FORECOURT - HOMERTON FIRE STATION,HOMERTON FIRE STATION,FAHEY BUILDERS LTD============,"£8,960.00",1.00,"£8,960.00",PSP/19158,"£8,960.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM/01799,21/11/14,"£6,699.07",TIGER STANDARD MAINTENANCE RENEWAL 13.1.15 - 12.1.16,IT NETWORK GROUP (1 US),TIGER MAINTENANCE LTD=========,"£6,699.07",1.00,"£6,699.07",ITM/01799,"£6,699.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSP/19163,21/11/14,"£7,423.33",HAMMERSMITH FIRE STATION - GYM EXTENSION,HAMMERSMITH FIRE STATION,URS SCOTT WILSON LIMITED,"£7,423.33",1.00,"£7,423.33",PSP/19163,"£7,423.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
