 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
040213C,APPLUS LLT,133,1,"3,750.00",GENERAL,05/02/2013,"3,750.00"
140056,OGILVIE FLEET LTD=============,212172,1,428.42,LEASE CAR CHARGES,05/02/2013,428.42
140056,OGILVIE FLEET LTD=============,212172,2,-36.71,VAT CAR LEASING,05/02/2013,
140056,OGILVIE FLEET LTD=============,212172,3,36.71,LEASE CAR CHARGES,05/02/2013,
140056,OGILVIE FLEET LTD=============,219602,1,445.78,LEASE CAR CHARGES,05/02/2013,445.78
140056,OGILVIE FLEET LTD=============,219602,2,-38.44,VAT CAR LEASING,05/02/2013,
140056,OGILVIE FLEET LTD=============,219602,3,38.44,LEASE CAR CHARGES,05/02/2013,
140056,OGILVIE FLEET LTD=============,221948,1,708.06,LEASE CAR CHARGES,05/02/2013,"3,400.56"
140056,OGILVIE FLEET LTD=============,221948,2,"2,692.50",P/PAYMTS-CAR LEASG-RENTAL,05/02/2013,
140056,OGILVIE FLEET LTD=============,221948,3,-286.31,VAT CAR LEASING,05/02/2013,
140056,OGILVIE FLEET LTD=============,221948,4,286.31,LEASE CAR CHARGES,05/02/2013,
140059,THAMES WATER UTILITIES LTD====,0705420579M,1,529.8,WATER & SEWERAGE RATES,05/02/2013,529.8
290113C,HAYS ACCOUNTANCY & FINANCE====,1002836564,1,696,FRS STAFF AGENCY,05/02/2013,696
140049,MOOLANDS LTD,10186,1,140,TACTICAL DAY TO DAY,05/02/2013,840
140049,MOOLANDS LTD,10186,2,140,TACTICAL DAY TO DAY,05/02/2013,
140049,MOOLANDS LTD,10186,3,140,TACTICAL DAY TO DAY,05/02/2013,
140049,MOOLANDS LTD,10186,4,140,TACTICAL DAY TO DAY,05/02/2013,
140049,MOOLANDS LTD,10186,5,140,TACTICAL DAY TO DAY,05/02/2013,
140049,MOOLANDS LTD,10186,6,140,TACTICAL DAY TO DAY,05/02/2013,
240113E,*SPRUE SAFETY PRODUCTS LTD====,1042362,1,"1,896.00",FIRE DETECTORS,05/02/2013,"1,896.00"
140056,ARVAL UK LTD,1048356,1,"1,058.69",LEASE CAR CHARGES,05/02/2013,"4,293.57"
140056,ARVAL UK LTD,1048356,2,"3,234.88",P/PAYMTS-CAR LEASG-RENTAL,05/02/2013,
140056,ARVAL UK LTD,1048356,3,-332.99,VAT CAR LEASING,05/02/2013,
140056,ARVAL UK LTD,1048356,4,332.99,LEASE CAR CHARGES,05/02/2013,
140056,ARVAL UK LTD,1048359,1,"1,256.63",LEASE CAR CHARGES,05/02/2013,"5,096.35"
140056,ARVAL UK LTD,1048359,2,"3,839.72",P/PAYMTS-CAR LEASG-RENTAL,05/02/2013,
140056,ARVAL UK LTD,1048359,3,-457.32,VAT CAR LEASING,05/02/2013,
140056,ARVAL UK LTD,1048359,4,457.32,LEASE CAR CHARGES,05/02/2013,
140056,ARVAL UK LTD,1048360,1,"1,116.75",LEASE CAR CHARGES,05/02/2013,"4,529.03"
140056,ARVAL UK LTD,1048360,2,"3,412.28",P/PAYMTS-CAR LEASG-RENTAL,05/02/2013,
140056,ARVAL UK LTD,1048360,3,-379.56,VAT CAR LEASING,05/02/2013,
140056,ARVAL UK LTD,1048360,4,379.56,LEASE CAR CHARGES,05/02/2013,
230113C,CODEGATE LIMITED==============,200969,1,"1,035.00",REPAIR & MAINTENANCE,05/02/2013,"1,045.00"
230113C,CODEGATE LIMITED==============,200969,2,10,REPAIR & MAINTENANCE,05/02/2013,
290113E,BISHOP CREIGHTON HSE SETTLEMNT,2493,1,"1,400.00",COMMUNITY RELATIONS,05/02/2013,"1,443.00"
290113E,BISHOP CREIGHTON HSE SETTLEMNT,2493,2,43,COMMUNITY RELATIONS,05/02/2013,
800016653,ADECCO UK LIMITED=============,26293041,1,395.52,FRS STAFF AGENCY,05/02/2013,395.52
800016654,ADECCO UK LIMITED=============,26293042,1,588.35,FRS STAFF AGENCY,05/02/2013,588.35
800016655,ADECCO UK LIMITED=============,26293043,1,432.6,FRS STAFF AGENCY,05/02/2013,432.6
800016656,ADECCO UK LIMITED=============,26293044,1,329.91,FRS STAFF AGENCY,05/02/2013,329.91
800016658,ADECCO UK LIMITED=============,26293046,1,"1,197.41",FRS STAFF AGENCY,05/02/2013,"1,197.41"
