 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
291013D,GOVNET COMMUNICATIONS=========,0000057020,1,355.00,PROFESSIONAL DEVELOPMENT,04/11/13,355.00
140436,OGILVIE FLEET LTD=============,00256782,1,"2,355.27",LEASE CAR CHARGES,04/11/13,"5,546.28"
140436,OGILVIE FLEET LTD=============,00256782,2,"3,191.01",P/PAYMTS-CAR LEASG-RENTAL,04/11/13,
140436,OGILVIE FLEET LTD=============,00256782,3,-494.88,VAT CAR LEASING,04/11/13,
140436,OGILVIE FLEET LTD=============,00256782,4,494.88,LEASE CAR CHARGES,04/11/13,
291013D,MIKE TIPTON,0213,1,540.00,CONSULTANTS,04/11/13,540.00
301013C,HAYS ACCOUNTANCY & FINANCE====,1003574558,1,696.00,FRS STAFF AGENCY,04/11/13,696.00
301013C,HAYS ACCOUNTANCY & FINANCE====,1003663312,1,696.00,FRS STAFF AGENCY,04/11/13,696.00
800025504,AZTEC COMPUTING LTD===========,10420,1,"2,800.00",TELECOMMUNICATIONS,04/11/13,"2,800.00"
800025505,AZTEC COMPUTING LTD===========,10421,1,"11,375.00",MAINTENANCE & SUPPORT,04/11/13,"11,375.00"
800025506,AZTEC COMPUTING LTD===========,10422,1,350.00,TELECOMMUNICATIONS,04/11/13,350.00
800025516,AZTEC COMPUTING LTD===========,10423,1,"4,750.00",TELECOMMUNICATIONS,04/11/13,"4,750.00"
800025517,AZTEC COMPUTING LTD===========,10424,1,"7,000.00",MAINTENANCE & SUPPORT,04/11/13,"7,000.00"
800025510,AZTEC COMPUTING LTD===========,10426,1,"1,050.00",CONSULTANTS,04/11/13,"1,050.00"
800025511,AZTEC COMPUTING LTD===========,10427,1,"1,050.00",ACQUISITIONS,04/11/13,"1,050.00"
800025512,AZTEC COMPUTING LTD===========,10428,1,"1,050.00",TELECOMMUNICATIONS,04/11/13,"1,050.00"
291013D,IBM UK LIMITED================,105306208,1,182.00,MAINTENANCE & SUPPORT,04/11/13,"1,239.00"
291013D,IBM UK LIMITED================,105306208,2,329.00,MAINTENANCE & SUPPORT,04/11/13,
291013D,IBM UK LIMITED================,105306208,3,182.00,MAINTENANCE & SUPPORT,04/11/13,
291013D,IBM UK LIMITED================,105306208,4,182.00,MAINTENANCE & SUPPORT,04/11/13,
291013D,IBM UK LIMITED================,105306208,5,182.00,MAINTENANCE & SUPPORT,04/11/13,
291013D,IBM UK LIMITED================,105306208,6,182.00,MAINTENANCE & SUPPORT,04/11/13,
800025211,REDFERN TRAVEL LTD,1147738,1,332.62,PUBLIC TRANSPORT,04/11/13,332.62
301013C,CEDAFORCE LTD=================,11529,1,838.00,TACTICAL DAY TO DAY,04/11/13,838.00
301013C,AAI SECURITY SYSTEMS==========,124795,1,990.00,STRATEGIC (CYCLICAL),04/11/13,990.00
301013D,FIRSTFIRE LTD=================,13420,1,108.00,CLOTHING,04/11/13,324.00
301013D,FIRSTFIRE LTD=================,13420,2,54.00,CLOTHING,04/11/13,
301013D,FIRSTFIRE LTD=================,13420,3,108.00,CLOTHING,04/11/13,
301013D,FIRSTFIRE LTD=================,13420,4,54.00,CLOTHING,04/11/13,
140436,THAMES WATER UTILITIES LTD====,1414076262W,1,310.70,WATER & SEWERAGE RATES,04/11/13,310.70
140436,THAMES WATER UTILITIES LTD====,1560420001W,1,"1,998.16",WATER & SEWERAGE RATES,04/11/13,"1,998.16"
171013D,GREATER LONDON AUTHORITY======,1800003534,1,"45,951.50",GLA GROUP SHARED SERVICES,04/11/13,"45,951.50"
171013D,GREATER LONDON AUTHORITY======,1800003535,1,"29,750.00",GLA GROUP SHARED SERVICES,04/11/13,"29,750.00"
301013C,ARKAS LIMITED=================,24403,1,"1,780.19",STRATEGIC (CYCLICAL),04/11/13,"4,713.87"
301013C,ARKAS LIMITED=================,24403,2,"1,322.94",STRATEGIC (CYCLICAL),04/11/13,
301013C,ARKAS LIMITED=================,24403,3,"1,610.74",STRATEGIC (CYCLICAL),04/11/13,
800025480,ADECCO UK LIMITED=============,26581325,1,884.24,FRS STAFF AGENCY,04/11/13,884.24
800025481,ADECCO UK LIMITED=============,26581326,1,"1,105.30",FRS STAFF AGENCY,04/11/13,"1,105.30"
800025483,ADECCO UK LIMITED=============,26581328,1,439.60,FRS STAFF AGENCY,04/11/13,439.60
800025484,ADECCO UK LIMITED=============,26581329,1,"1,445.40",FRS STAFF AGENCY,04/11/13,"1,445.40"
800025485,ADECCO UK LIMITED=============,26581330,1,"1,541.79",FRS STAFF AGENCY,04/11/13,"1,541.79"
800025486,ADECCO UK LIMITED=============,26581331,1,594.65,FRS STAFF AGENCY,04/11/13,594.65
800025487,ADECCO UK LIMITED=============,26581332,1,405.16,FRS STAFF AGENCY,04/11/13,405.16
800025488,ADECCO UK LIMITED=============,26581333,1,729.36,CONSULTANTS,04/11/13,729.36
800025489,ADECCO UK LIMITED=============,26581334,1,439.60,FRS STAFF AGENCY,04/11/13,439.60
800025490,ADECCO UK LIMITED=============,26581335,1,"2,500.00",FRS STAFF AGENCY,04/11/13,"2,500.00"
800025491,ADECCO UK LIMITED=============,26581336,1,994.50,FRS STAFF AGENCY,04/11/13,994.50
800025492,ADECCO UK LIMITED=============,26581337,1,439.60,FRS STAFF AGENCY,04/11/13,439.60
800025493,ADECCO UK LIMITED=============,26581338,1,439.60,FRS STAFF AGENCY,04/11/13,439.60
800025494,ADECCO UK LIMITED=============,26581339,1,269.45,FRS STAFF AGENCY,04/11/13,269.45
800025496,ADECCO UK LIMITED=============,26581341,1,"1,949.85",FRS STAFF AGENCY,04/11/13,"1,949.85"
800025497,ADECCO UK LIMITED=============,26581342,1,475.72,FRS STAFF AGENCY,04/11/13,475.72
800025499,ADECCO UK LIMITED=============,26581345,1,439.60,FRS STAFF AGENCY,04/11/13,439.60
241013E,S W BRUCE & CO LTD,29461,1,"19,627.02",DEVELOPMENT  EXPENSES-CONTRACT,04/11/13,"19,627.02"
181013C,COMPUTACENTRE================,3805119518,1,"1,118.43",MAINTENANCE & SUPPORT,04/11/13,"1,118.43"
301013C,SAFE OPTIONS LTD==============,43870,1,657.50,FIXTURES & FITTINGS,04/11/13,657.50
301013C,SAFE OPTIONS LTD==============,43901,1,"1,315.00",FIXTURES & FITTINGS,04/11/13,"1,315.00"
291013D,CORE SURVEYSLTD===============,5280,1,410.50,ASBESTOS,04/11/13,410.50
800024955,*GREENHAM TRADING LTD=========,5612609,1,184.58,HYGIENE,04/11/13,373.71
800024955,*GREENHAM TRADING LTD=========,5612609,2,189.13,HYGIENE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,1,7.71,HYGIENE,04/11/13,382.50
800024965,*GREENHAM TRADING LTD=========,5612968,2,2.60,CATERING EQUIPMENT,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,3,3.56,HYGIENE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,4,20.52,HYGIENE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,5,110.40,OPERATIONAL EQUIP-PURCHASE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,6,10.05,HYGIENE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,7,7.60,HYGIENE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,8,4.20,HYGIENE,04/11/13,
800024965,*GREENHAM TRADING LTD=========,5612968,9,50.26,HYGIENE,04/11/13,
