 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
160212A,FILING PLUS LIMITED==========,1012989,1,389,STATIONERY CONSUMABLES,01/03/2012,"1,132.00"
,FILING PLUS LIMITED==========,1012989,2,276,STATIONERY CONSUMABLES,01/03/2012,
,FILING PLUS LIMITED==========,1012989,3,320,STATIONERY CONSUMABLES,01/03/2012,
,FILING PLUS LIMITED==========,1012989,4,147,STATIONERY CONSUMABLES,01/03/2012,
280212A,*SPRUE SAFETY PRODUCTS LTD====,1028260,1,975,FIRE DETECTORS,01/03/2012,"2,646.55"
,*SPRUE SAFETY PRODUCTS LTD====,1028260,2,971.55,FIRE DETECTORS,01/03/2012,
,*SPRUE SAFETY PRODUCTS LTD====,1028260,3,700,FIRE DETECTORS,01/03/2012,
139537,MISS NATASHA JOFFE============,108235,1,"1,750.00",COUNSELS FEES,01/03/2012,"1,750.00"
220212G,BUREAU VERITAS HS&E LTD=======,12002156,1,"91,188.22",SCIENTIFIC SERVICES,01/03/2012,"91,188.22"
150212C,ANSTEY HORNE & CO LTD=========,120244,1,"1,000.00",PROFESSIONAL SERVICES,01/03/2012,"1,000.00"
170212G,CHELMSFORD SAFETY SUPPLIES====,129395,1,316,OPERATIONAL EQUIP-PURCHASE,01/03/2012,"2,654.00"
,CHELMSFORD SAFETY SUPPLIES====,129395,2,"2,338.00",OPERATIONAL EQUIP-PURCHASE,01/03/2012,
139539,B NOKES CONTRACTS LTD,1396,1,224.25,DAY TO DAY MINOR IMPS,01/03/2012,"1,064.25"
,B NOKES CONTRACTS LTD,1396,2,840,DAY TO DAY MINOR IMPS,01/03/2012,
139539,B NOKES CONTRACTS LTD,1400,1,609.5,DAY TO DAY MINOR IMPS,01/03/2012,"1,449.50"
,B NOKES CONTRACTS LTD,1400,2,840,DAY TO DAY MINOR IMPS,01/03/2012,
139539,B NOKES CONTRACTS LTD,1402,1,"2,840.50",DAY TO DAY MINOR IMPS,01/03/2012,"3,680.50"
,B NOKES CONTRACTS LTD,1402,2,840,DAY TO DAY MINOR IMPS,01/03/2012,
240212A,AIRSERVICES(UK)===============,15287,1,624,REPAIR & MAINTENANCE,01/03/2012,765.2
,AIRSERVICES(UK)===============,15287,2,52,REPAIR & MAINTENANCE,01/03/2012,
,AIRSERVICES(UK)===============,15287,3,52,REPAIR & MAINTENANCE,01/03/2012,
