Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
35358,800125274,ARKAS LIMITED,35358,117,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,118,0.91,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,119,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,120,1.07,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,121,1.67,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,122,72.52,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,123,1.75,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,124,0.30,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,125,0.38,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,126,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,127,0.61,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,128,3.96,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,129,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,130,0.99,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,131,10.43,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,132,1.52,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,133,8.67,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,134,0.68,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,135,2.66,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,136,0.68,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,137,1.60,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,138,2.66,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,139,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,140,0.84,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,141,8.75,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,142,0.61,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,143,1.75,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,144,2.21,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,145,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,146,16.67,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,147,1.52,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,148,0.84,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,149,0.38,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,150,2.28,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,151,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,152,1.52,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,153,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,154,0.84,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,155,1.60,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,156,0.30,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,157,3.20,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,158,1.22,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,159,0.53,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,160,12.25,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,161,0.61,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,162,3.50,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,163,36.53,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,164,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,165,51.36,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,166,0.53,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,167,0.38,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,168,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,169,0.30,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,170,0.30,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,171,2.21,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,172,1.60,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,173,2.21,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,174,1.07,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,175,0.38,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,176,0.68,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,177,0.61,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,178,0.38,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,179,1.90,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,180,5.94,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,181,2.59,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,182,17.35,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,183,0.61,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,184,0.84,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,185,124.14,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,186,0.53,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,187,0.84,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,188,2.51,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,189,1.22,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,190,1.67,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,191,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,192,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,193,2.13,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,194,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,195,36.68,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,196,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,197,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,198,3.65,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,199,0.46,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,200,0.76,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,201,0.68,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35358,800125274,ARKAS LIMITED,35358,202,2.74,PLANNED APPLIANCE BAY DOORS,24/01/19,,Technical and Service Support,Works - Construction
35390,800125255,ARKAS LIMITED,35390,1,608.30,REACTIVE APPLIANCE BAY DOORS,24/01/19,608.30,Technical and Service Support,Works - Construction
35402,800125272,ARKAS LIMITED,35402,1,"1,158.95",REACTIVE APPLIANCE BAY DOORS,24/01/19,"1,158.95",Technical and Service Support,Works - Construction
35406,800125273,ARKAS LIMITED,35406,1,359.00,REACTIVE APPLIANCE BAY DOORS,24/01/19,359.00,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,1,90.00,PLANNED ASBESTOS,24/01/19,"3,780.00",Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,2,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,3,90.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,4,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,5,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,6,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,7,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,8,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,9,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3631,800125245,GRADIENT CONSULTANTS LLP,3631,10,450.00,PLANNED ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,1,455.00,REACTIVE ASBESTOS,24/01/19,"5,680.00",Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,2,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,3,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,4,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,5,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,6,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,7,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,8,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,9,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,10,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,11,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
3634,800125246,GRADIENT CONSULTANTS LLP,3634,12,475.00,REACTIVE ASBESTOS,24/01/19,,Technical and Service Support,Works - Construction
36628591,210119K,R B OF KINGSTON UPON THAMES,36628591,1,416.00,CRB CHECKS,24/01/19,416.00,People Services,Human Resources
3915,180119G,THE CONFLICT TRAINING COMPANY,3915,1,895.00,PROFESSIONAL DEVELOPMENT,24/01/19,895.00,Training and Professional Development,Human Resources
3920283713,210119K,OXFORDSHIRE COUNTY COUNCIL,3920283713,1,"6,214.13",FIRE AUTHS-MUTUAL ASSISTANCE,24/01/19,"6,214.13",CPO Planning,Non Influenceable Spend
40156629,170119K,LOCAL GOVERNMENT ASSOCIATION,40156629,1,395.00,PROFESSIONAL DEVELOPMENT,24/01/19,395.00,Training and Professional Development,Human Resources
416431,180119G,THE OPEN UNIVERSITY==========,416431,1,"2,928.00",CULTURAL CHANGE & TALENT,24/01/19,"2,928.00",Training and Professional Development,Human Resources
42392,142539,MERRIDALE LTD,42392,1,320.00,REACTIVE MEP,24/01/19,648.00,Technical and Service Support,Works - Construction
42392,142539,MERRIDALE LTD,42392,2,328.00,REACTIVE MEP,24/01/19,,Technical and Service Support,Works - Construction
42393,142539,MERRIDALE LTD,42393,1,320.00,REACTIVE MEP,24/01/19,492.00,Technical and Service Support,Works - Construction
42393,142539,MERRIDALE LTD,42393,2,172.00,REACTIVE MEP,24/01/19,,Technical and Service Support,Works - Construction
42841,210119K,ABARIS INTERNATIONAL LIMITED,42841,1,"1,160.00",OPERATIONAL EQUIP-PURCHASE,24/01/19,"1,168.50",Technical and Service Support,Fire & Rescue
42841,210119K,ABARIS INTERNATIONAL LIMITED,42841,2,8.50,OPERATIONAL EQUIP-PURCHASE,24/01/19,,Technical and Service Support,Fire & Rescue
4378,170119K,PANLOGIC LTD,4378,1,372.84,CLOUD SERVICES,24/01/19,372.84,CPO Delivery,ICT
4383,210119K,PANLOGIC LTD,4383,1,387.05,CLOUD SERVICES,24/01/19,387.05,CPO Delivery,ICT
4384,210119K,PANLOGIC LTD,4384,1,494.88,CLOUD SERVICES,24/01/19,494.88,CPO Delivery,ICT
472594,170119K,BRISTOL UNIFORMS LTD,472594,1,822.73,CLOTHING,24/01/19,822.73,Procurement,Clothing
472595,170119K,BRISTOL UNIFORMS LTD,472595,1,"4,020.95",CLOTHING,24/01/19,"4,020.95",Procurement,Clothing
474384,170119K,BRISTOL UNIFORMS LTD,474384,1,"4,512.00",CLOTHING,24/01/19,"4,512.00",Procurement,Clothing
500549762,210119K,LB WALTHAM FOREST,500549762,1,"1,000.00",GENERAL,24/01/19,"1,000.00",Community Safety,Consultancy
50100,210119K,THE KINGDOM GROUP LT T/A KINGS,50100,1,704.20,FRS STAFF AGENCY,24/01/19,704.20,Communications,Human Resources
51307,170119K,HOMEPACK LTD,51307,1,112.80,OPERATIONAL EQUIP-PURCHASE,24/01/19,284.00,Fire Stations (North East),Fire & Rescue
51307,170119K,HOMEPACK LTD,51307,2,171.20,OPERATIONAL EQUIP-PURCHASE,24/01/19,,Fire Stations (North East),Fire & Rescue
51355,210119K,HOMEPACK LTD,51355,1,112.80,OPERATIONAL EQUIP-PURCHASE,24/01/19,338.40,Fire Stations (South East),Fire & Rescue
51355,210119K,HOMEPACK LTD,51355,2,112.80,OPERATIONAL EQUIP-PURCHASE,24/01/19,,Fire Stations (South East),Fire & Rescue
51355,210119K,HOMEPACK LTD,51355,3,112.80,OPERATIONAL EQUIP-PURCHASE,24/01/19,,Fire Stations (South East),Fire & Rescue
66539,180119G,FOCUS & VISION TECHNOLOGY LTD,66539,1,"1,267.58",MEDICAL EXPENSES CONTRACT,24/01/19,"1,267.58",People Services,Human Resources
66624,210119K,FOCUS & VISION TECHNOLOGY LTD,66624,1,275.20,MEDICAL EXPENSES CONTRACT,24/01/19,275.20,People Services,Human Resources
6715,170119K,DEALERSHIP SERVICES LTD,6715,1,9.90,CLOTHING,24/01/19,264.70,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,2,49.50,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,3,39.90,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,4,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,5,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,6,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,7,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,8,21.45,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,9,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,10,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6715,170119K,DEALERSHIP SERVICES LTD,6715,11,21.45,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,1,19.95,CLOTHING,24/01/19,711.30,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,2,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,3,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,4,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,5,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,6,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,7,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,8,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,9,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,10,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,11,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,12,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,13,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,14,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,15,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,16,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,17,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,18,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,19,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,20,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,21,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,22,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,23,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,24,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,25,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,26,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,27,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,28,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,29,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,30,28.85,UNIFORMS,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,31,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,32,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,33,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,34,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,35,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,36,19.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,37,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,38,28.85,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,39,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,40,15.50,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,41,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6720,170119K,DEALERSHIP SERVICES LTD,6720,42,4.95,CLOTHING,24/01/19,,Community Safety,Clothing
6918,180119G,CARPETS & FLOOR COVERS DIRECT,6918,1,"4,048.00",REACTIVE SMALL WORKS AND PROJ,24/01/19,"4,048.00",Technical and Service Support,Works - Construction
6921,180119G,CARPETS & FLOOR COVERS DIRECT,6921,1,870.80,REACTIVE BUILDING FABRIC,24/01/19,870.80,Technical and Service Support,Works - Construction
6924,180119G,CARPETS & FLOOR COVERS DIRECT,6924,1,"2,355.00",REACTIVE SMALL WORKS AND PROJ,24/01/19,"2,355.00",Technical and Service Support,Works - Construction
7038902,170119K,CURRIE & BROWN UK LIMITED,7038902,1,"2,285.00",PROF FEES-MISCELLANEOUS,24/01/19,"2,285.00",Technical and Service Support,"Works - Construction, R&M"
78422,090119G,J HUDSON & CO (WHISTLES)LTD,78422,1,555.90,GENERAL CONSUMABLES,24/01/19,555.90,Procurement,Emergency Services
8043347,210119K,ANGUS FIRE LIMITED,8043347,1,"3,318.00",OPERATIONAL EQUIP-PURCHASE,24/01/19,"3,397.00",Technical and Service Support,Fire & Rescue
8043347,210119K,ANGUS FIRE LIMITED,8043347,2,79.00,OPERATIONAL EQUIP-PURCHASE,24/01/19,,Technical and Service Support,Fire & Rescue
8044364,210119V,ANGUS FIRE LIMITED,8044364,1,"2,430.40",TRAINING CONTRACT,24/01/19,"8,692.20",Training and Professional Development,Human Resources
8044364,210119V,ANGUS FIRE LIMITED,8044364,2,"6,186.80",TRAINING CONTRACT,24/01/19,,Training and Professional Development,Human Resources
8044364,210119V,ANGUS FIRE LIMITED,8044364,3,75.00,TRAINING CONTRACT,24/01/19,,Training and Professional Development,Human Resources
8416,210119V,VIGILANCE PROPERTIES,8416,1,"5,000.00",PREMISES SECURITY,24/01/19,"5,000.00",Technical and Service Support,Facilities & Management Services
8417,210119V,VIGILANCE PROPERTIES,8417,1,"5,425.00",PREMISES SECURITY,24/01/19,"5,425.00",Technical and Service Support,Facilities & Management Services
914428934,180119G,NORTHUMBRIAN WATER LTD,914428934,1,503.80,CURRENT HYDRANT COSTS,24/01/19,503.80,Procurement,Works - Construction
914428993,210119K,NORTHUMBRIAN WATER LTD,914428993,1,503.80,CURRENT HYDRANT COSTS,24/01/19,503.80,Procurement,Works - Construction
