Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,42,171.25,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,43,171.24,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,44,171.01,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,45,166.14,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,46,155.12,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,47,152.42,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,48,150.84,FUEL,07/01/19,,Procurement,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,49,148.94,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,50,145.97,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,51,144.12,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,52,137.65,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,53,134.06,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,54,133.12,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,55,131.55,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,56,129.52,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,57,129.47,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,58,126.29,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,59,125.20,FUEL,07/01/19,,Operational Policy,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,60,124.77,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,61,123.63,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,62,121.30,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,63,120.36,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,64,118.40,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,65,118.39,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,66,117.76,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,67,117.32,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,68,114.37,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,69,113.17,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,70,113.00,FUEL,07/01/19,,Fire Engineering & Specialist Fire Safety,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,71,109.60,FUEL,07/01/19,,Command Units,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,72,104.94,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,73,104.65,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,74,101.56,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,75,100.92,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,76,96.91,FUEL,07/01/19,,Command Units,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,77,89.28,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,78,87.22,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,79,81.53,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,80,79.82,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,81,74.67,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,82,72.25,FUEL,07/01/19,,Operational Resilience,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,83,67.05,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,84,60.52,FUEL,07/01/19,,Command Units,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,85,54.90,FUEL,07/01/19,,Command Units,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,86,47.93,FUEL,07/01/19,,Community Safety,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,87,41.84,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,88,41.66,FUEL,07/01/19,,Community Safety,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,89,38.33,FUEL,07/01/19,,Technical and Service Support,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,90,35.91,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,91,34.30,FUEL,07/01/19,,Technical and Service Support,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,92,31.53,FUEL,07/01/19,,Command Units,Vehicle Management
E2010581309,800124177,ALLSTAR BUSINESS SOLUTIONS LTD,E2010581309,93,29.90,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,1,555.02,FUEL,07/01/19,"16,106.21",Procurement,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,2,519.17,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,3,400.77,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,4,399.67,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,5,379.89,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,6,363.86,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,7,358.84,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,8,331.21,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,9,329.83,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,10,328.79,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,11,328.64,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,12,327.65,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,13,307.91,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,14,287.81,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,15,283.87,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,16,283.83,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,17,254.36,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,18,233.74,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,19,225.82,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,20,222.14,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,21,220.30,FUEL,07/01/19,,Central Operations,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,22,220.10,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,23,213.40,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,24,210.36,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,25,209.21,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,26,206.89,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,27,206.47,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,28,206.26,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,29,195.64,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,30,191.20,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,31,190.46,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,32,187.47,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,33,183.90,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,34,183.00,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,35,171.69,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,36,169.47,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,37,165.08,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,38,163.88,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,39,162.53,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,40,162.43,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,41,154.14,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,42,148.13,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,43,146.72,FUEL,07/01/19,,Fire Engineering & Specialist Fire Safety,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,44,145.68,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,45,142.52,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,46,140.98,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,47,139.46,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,48,138.65,FUEL,07/01/19,,Operational Resilience,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,49,134.31,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,50,132.59,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,51,131.85,FUEL,07/01/19,,Technical and Service Support,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,52,130.08,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,53,128.78,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,54,126.96,FUEL,07/01/19,,Operational Resilience,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,55,125.67,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,56,125.38,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,57,123.68,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,58,123.62,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,59,122.66,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,60,120.08,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,61,118.17,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,62,115.30,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,63,107.68,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,64,107.10,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,65,102.97,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,66,101.25,FUEL,07/01/19,,Community Safety,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,67,100.82,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,68,98.39,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,69,95.22,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,70,95.16,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,71,91.41,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,72,86.19,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,73,86.17,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,74,84.92,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,75,82.44,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,76,80.30,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,77,80.20,FUEL,07/01/19,,Fire Stations (North West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,78,79.07,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,79,77.23,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,80,76.32,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,81,72.64,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,82,72.57,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,83,70.01,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,84,69.18,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,85,68.81,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,86,65.42,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,87,63.54,FUEL,07/01/19,,Community Safety,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,88,53.38,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,89,53.04,FUEL,07/01/19,,Operational Policy,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,90,51.84,FUEL,07/01/19,,Control and Mobilising,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,91,51.84,FUEL,07/01/19,,Fire Stations (South West),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,92,46.68,FUEL,07/01/19,,Procurement,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,93,46.58,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,94,45.09,FUEL,07/01/19,,Community Safety,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,95,44.91,FUEL,07/01/19,,Technical and Service Support,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,96,37.50,FUEL,07/01/19,,Fire Stations (North East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,97,35.32,FUEL,07/01/19,,Community Safety,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,98,33.96,FUEL,07/01/19,,Command Units,Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,99,26.67,FUEL,07/01/19,,Fire Stations (South East),Vehicle Management
E2010604660,800124178,ALLSTAR BUSINESS SOLUTIONS LTD,E2010604660,100,6.42,FUEL,07/01/19,,Community Safety,Vehicle Management
F-BUX-20642,171218K,KINECT ENERGY UK LIMITED,F-BUX-20642,1,"2,493.75",PROFESSIONAL SERVICES,07/01/19,"2,493.75",Technical and Service Support,Consultancy
I504336,111218C,HEALTH MANAGEMENT LIMITED,I504336,1,"120,941.79",OHS CONTRACT,07/01/19,"120,941.79",People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,1,275.00,THIRD PARTY REPORTS,07/01/19,"2,145.45",People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,2,278.60,THIRD PARTY REPORTS,07/01/19,,People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,3,311.30,THIRD PARTY REPORTS,07/01/19,,People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,4,278.00,THIRD PARTY REPORTS,07/01/19,,People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,5,278.60,THIRD PARTY REPORTS,07/01/19,,People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,6,278.60,THIRD PARTY REPORTS,07/01/19,,People Services,Human Resources
I504338,141218K,HEALTH MANAGEMENT LIMITED,I504338,7,445.35,THIRD PARTY REPORTS,07/01/19,,People Services,Human Resources
ICE541429,201218G,QA LIMITED,ICE541429,1,"2,394.00",PROFESSIONAL DEVELOPMENT,07/01/19,"2,394.00",Training and Professional Development,Human Resources
ICE541430,201218G,QA LIMITED,ICE541430,1,"2,141.00",PROFESSIONAL DEVELOPMENT,07/01/19,"2,141.00",Training and Professional Development,Human Resources
ICE541431,201218G,QA LIMITED,ICE541431,1,"2,394.00",PROFESSIONAL DEVELOPMENT,07/01/19,"2,394.00",Training and Professional Development,Human Resources
ICE543198,211218K,QA LIMITED,ICE543198,1,"1,213.00",PROFESSIONAL DEVELOPMENT,07/01/19,"1,213.00",Training and Professional Development,Human Resources
ICE543199,211218K,QA LIMITED,ICE543199,1,"1,213.00",PROFESSIONAL DEVELOPMENT,07/01/19,"1,213.00",Training and Professional Development,Human Resources
ICE543200,211218K,QA LIMITED,ICE543200,1,"1,213.00",PROFESSIONAL DEVELOPMENT,07/01/19,"1,213.00",Training and Professional Development,Human Resources
ICE543201,211218K,QA LIMITED,ICE543201,1,"1,213.00",PROFESSIONAL DEVELOPMENT,07/01/19,"1,213.00",Training and Professional Development,Human Resources
ICE544288,191218K,QA LIMITED,ICE544288,1,"1,213.00",PROFESSIONAL DEVELOPMENT,07/01/19,"1,213.00",Training and Professional Development,Human Resources
IN045644/R,142513,MACHALE & COMPANY SOLICITORS,IN045644/R,1,735.20,SUSPENSE ACCOUNT - AR,07/01/19,735.20, ,Legal servies
INV-3600,800124296,NPS SHOES LTD,INV-3600,1,33.00,FOOTWEAR,07/01/19,957.00,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,2,33.00,FOOTWEAR,07/01/19,,Fire Stations (North East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,3,33.00,FOOTWEAR,07/01/19,,Fire Stations (South West),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,4,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,5,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,6,33.00,FOOTWEAR,07/01/19,,Fire Stations (North East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,7,33.00,FOOTWEAR,07/01/19,,Fire Stations (South East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,8,33.00,FOOTWEAR,07/01/19,,Fire Stations (South East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,9,33.00,FOOTWEAR,07/01/19,,Fire Stations (South West),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,10,33.00,FOOTWEAR,07/01/19,,Fire Stations (North East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,11,33.00,FOOTWEAR,07/01/19,,Fire Stations (South West),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,12,33.00,FOOTWEAR,07/01/19,,Fire Stations (South East),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,13,33.00,FOOTWEAR,07/01/19,,Fire Stations (North West),Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,14,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
INV-3600,800124296,NPS SHOES LTD,INV-3600,15,66.00,FOOTWEAR,07/01/19,,Firefighter Trainees,Clothing
