 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
310314F,DYSLEXIA ACTION,161428,1,540.00,PROFESSIONAL DEVELOPMENT,02/04/14,540.00
310314F,DYSLEXIA ACTION,163148,1,400.00,PROFESSIONAL DEVELOPMENT,02/04/14,400.00
310314F,DYSLEXIA ACTION,163302,1,525.00,PROFESSIONAL DEVELOPMENT,02/04/14,525.00
200314E,FUTURE SAFETY LTD=============,1889,1,730.00,PROTECTIVE EQUIPMENT,02/04/14,740.00
200314E,FUTURE SAFETY LTD=============,1889,2,10.00,PROTECTIVE EQUIPMENT,02/04/14,
200314C,ENERGY AUDITING AGENCY LTD====,20141361,1,"1,141.00",PROFESSIONAL SERVICES,02/04/14,"1,141.00"
310314F,B NOKES CONTRACTS LTD,2128,1,"2,272.00",STRATEGIC (NON CYCLICAL),02/04/14,"2,272.00"
310314F,B NOKES CONTRACTS LTD,2136,1,"2,294.00",STRATEGIC (NON CYCLICAL),02/04/14,"2,294.00"
270314C,TRADE WINDS===================,21428,1,"1,727.00",GENERAL CONSUMABLES,02/04/14,"1,727.00"
310314F,TRADE WINDS===================,21429,1,"1,698.00",GENERAL CONSUMABLES,02/04/14,"1,698.00"
310314F,B NOKES CONTRACTS LTD,2146,1,"1,584.50",STRATEGIC (NON CYCLICAL),02/04/14,"1,584.50"
310314F,TRADE WINDS===================,21606,1,523.00,GENERAL CONSUMABLES,02/04/14,523.00
260314G,CRISPIN HUGHES================,2221,1,367.00,GENERAL,02/04/14,367.00
140622,MISS BO-EUN JUNG==============,227831A,1,630.00,PROFESSIONAL FEES ENFORCEMENT,02/04/14,630.00
270314E,FIRE SERVICES YOUTH TRAIN.ASS.,2390,1,"3,678.50",GENERAL,02/04/14,"3,678.50"
170314C,FIRE SERVICES YOUTH TRAIN.ASS.,2405,1,561.00,SUBSCRIPTIONS,02/04/14,561.00
170314C,FIRE SERVICES YOUTH TRAIN.ASS.,2406,1,486.20,SUBSCRIPTIONS,02/04/14,486.20
170314C,FIRE SERVICES YOUTH TRAIN.ASS.,2407,1,598.40,SUBSCRIPTIONS,02/04/14,598.40
170314C,FIRE SERVICES YOUTH TRAIN.ASS.,2408,1,561.00,SUBSCRIPTIONS,02/04/14,561.00
270314E,BRISTOL UNIFORMS LTD==========,253276,1,748.42,CLOTHING,02/04/14,748.42
270314E,BRISTOL UNIFORMS LTD==========,253278,1,"197,575.56",CLOTHING,02/04/14,"197,575.56"
310314F,BRISTOL UNIFORMS LTD==========,253288,1,"4,243.61",CLOTHING,02/04/14,"4,243.61"
270314E,FALDER MATTHEWS T/A FM PRINT==,25364-1,1,315.00,PRINTING,02/04/14,928.00
270314E,FALDER MATTHEWS T/A FM PRINT==,25364-1,2,193.00,PRINTING,02/04/14,
270314E,FALDER MATTHEWS T/A FM PRINT==,25364-1,3,420.00,PRINTING,02/04/14,
310314F,STORM TECHNOLOGIES============,265893,1,485.29,OFFICE EQUIPMENT,02/04/14,985.12
310314F,STORM TECHNOLOGIES============,265893,2,371.50,OFFICE EQUIPMENT,02/04/14,
310314F,STORM TECHNOLOGIES============,265893,3,55.00,OFFICE EQUIPMENT,02/04/14,
310314F,STORM TECHNOLOGIES============,265893,4,73.33,OFFICE EQUIPMENT,02/04/14,
800033207,ADECCO UK LIMITED=============,26710551,1,"1,270.34",FRS STAFF AGENCY,02/04/14,"1,270.34"
800033208,ADECCO UK LIMITED=============,26724829,1,"1,270.34",FRS STAFF AGENCY,02/04/14,"1,270.34"
800031331,ADECCO UK LIMITED=============,26724841,1,"1,478.33",FRS STAFF AGENCY,02/04/14,"1,478.33"
800033280,ADECCO UK LIMITED=============,26731724,1,768.25,FRS STAFF AGENCY,02/04/14,768.25
800033281,ADECCO UK LIMITED=============,26731725,1,439.60,FRS STAFF AGENCY,02/04/14,439.60
800033282,ADECCO UK LIMITED=============,26731726,1,389.97,FRS STAFF AGENCY,02/04/14,389.97
800033283,ADECCO UK LIMITED=============,26731727,1,612.15,FRS STAFF AGENCY,02/04/14,612.15
800033284,ADECCO UK LIMITED=============,26731728,1,879.90,FRS STAFF AGENCY,02/04/14,879.90
800033285,ADECCO UK LIMITED=============,26731729,1,612.15,FRS STAFF AGENCY,02/04/14,612.15
800033286,ADECCO UK LIMITED=============,26731730,1,"2,500.00",FRS STAFF AGENCY,02/04/14,"2,500.00"
800033287,ADECCO UK LIMITED=============,26731731,1,367.29,FRS STAFF AGENCY,02/04/14,367.29
800033288,ADECCO UK LIMITED=============,26731732,1,"1,961.80",FRS STAFF AGENCY,02/04/14,"1,961.80"
800033332,ADECCO UK LIMITED=============,26731733,1,356.79,FRS STAFF AGENCY,02/04/14,356.79
800033290,ADECCO UK LIMITED=============,26731734,1,439.60,FRS STAFF AGENCY,02/04/14,439.60
800033291,ADECCO UK LIMITED=============,26731735,1,966.84,FRS STAFF AGENCY,02/04/14,966.84
800033292,ADECCO UK LIMITED=============,26731736,1,594.66,FRS STAFF AGENCY,02/04/14,594.66
800033293,ADECCO UK LIMITED=============,26731737,1,612.15,FRS STAFF AGENCY,02/04/14,612.15
800033294,ADECCO UK LIMITED=============,26731738,1,489.72,FRS STAFF AGENCY,02/04/14,489.72
800033295,ADECCO UK LIMITED=============,26731739,1,559.68,FRS STAFF AGENCY,02/04/14,559.68
800033296,ADECCO UK LIMITED=============,26731740,1,439.60,FRS STAFF AGENCY,02/04/14,439.60
800033333,ADECCO UK LIMITED=============,26731741,1,489.72,FRS STAFF AGENCY,02/04/14,489.72
800033298,ADECCO UK LIMITED=============,26731742,1,"1,071.25",FRS STAFF AGENCY,02/04/14,"1,071.25"
800033300,ADECCO UK LIMITED=============,26731744,1,"1,445.40",FRS STAFF AGENCY,02/04/14,"1,445.40"
800033301,ADECCO UK LIMITED=============,26731745,1,367.29,FRS STAFF AGENCY,02/04/14,367.29
800033341,ADECCO UK LIMITED=============,26735138,1,460.25,FRS STAFF AGENCY,02/04/14,460.25
800033317,ADECCO UK LIMITED=============,26735139,1,"1,241.25",FRS STAFF AGENCY,02/04/14,"1,241.25"
800033318,ADECCO UK LIMITED=============,26735140,1,993.00,FRS STAFF AGENCY,02/04/14,993.00
800033319,ADECCO UK LIMITED=============,26735141,1,"1,241.25",FRS STAFF AGENCY,02/04/14,"1,241.25"
800033320,ADECCO UK LIMITED=============,26735142,1,"1,241.25",FRS STAFF AGENCY,02/04/14,"1,241.25"
800033321,ADECCO UK LIMITED=============,26735143,1,744.75,FRS STAFF AGENCY,02/04/14,744.75
800033350,ADECCO UK LIMITED=============,26735147,1,"1,212.00",FRS STAFF AGENCY,02/04/14,"1,212.00"
800033342,ADECCO UK LIMITED=============,26735148,1,276.15,FRS STAFF AGENCY,02/04/14,276.15
800033343,ADECCO UK LIMITED=============,26735149,1,460.25,FRS STAFF AGENCY,02/04/14,460.25
800033348,ADECCO UK LIMITED=============,26735151,1,953.44,FRS STAFF AGENCY,02/04/14,953.44
800033328,ADECCO UK LIMITED=============,26735152,1,"2,867.35",PROF FEES-SOFTWARE CONSULTANTS,02/04/14,"2,867.35"
800033329,ADECCO UK LIMITED=============,26735153,1,"2,867.35",PROF FEES-SOFTWARE CONSULTANTS,02/04/14,"2,867.35"
800033330,ADECCO UK LIMITED=============,26735154,1,"2,867.35",PROF FEES-SOFTWARE CONSULTANTS,02/04/14,"2,867.35"
800033347,ADECCO UK LIMITED=============,26735155,1,"1,194.15",FRS STAFF AGENCY,02/04/14,"1,194.15"
800033337,ADECCO UK LIMITED=============,26735156,1,812.24,FRS STAFF AGENCY,02/04/14,812.24
800033338,ADECCO UK LIMITED=============,26735157,1,"1,292.20",FRS STAFF AGENCY,02/04/14,"1,292.20"
800033339,ADECCO UK LIMITED=============,26735158,1,"1,292.20",FRS STAFF AGENCY,02/04/14,"1,292.20"
800033349,ADECCO UK LIMITED=============,26735159,1,368.20,FRS STAFF AGENCY,02/04/14,368.20
310314F,MACE LIMITED,26915/0314659,1,"2,695.61",PROF FEES-MISCELLANEOUS,02/04/14,"2,695.61"
310314F,MACE LIMITED,26915/0314663,1,"1,633.80",PROF FEES-MISCELLANEOUS,02/04/14,"1,633.80"
270314C,TEAM PURPLE LIMITED===========,2767,1,49.82,CLOTHING,02/04/14,288.42
270314C,TEAM PURPLE LIMITED===========,2767,2,139.00,CLOTHING,02/04/14,
270314C,TEAM PURPLE LIMITED===========,2767,3,99.60,CLOTHING,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,1,41.20,STATIONERY CONSUMABLES,02/04/14,562.50
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,2,41.50,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,3,16.50,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,4,11.00,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,5,66.30,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,6,18.20,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,7,18.20,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,8,28.60,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,9,52.00,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,10,95.40,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,11,113.10,STATIONERY CONSUMABLES,02/04/14,
800031218,*BANNER BUSINESS SUPPLIES LTD=,27892696,12,60.50,STATIONERY CONSUMABLES,02/04/14,
270314C,CHANGING YOUNG MINDS,280314,1,450.00,PROFESSIONAL DEVELOPMENT,02/04/14,450.00
140620,THAMES WATER UTILITIES LTD====,2963180521+,1,373.75,WATER & SEWERAGE RATES,02/04/14,373.75
270314C,FREIGHT TRANSPORT ASSOCIATION=,300051154,1,907.00,BOOKS & JOURNALS,02/04/14,907.00
140620,THAMES WATER UTILITIES LTD====,33673-65430C,1,402.72,WATER & SEWERAGE RATES,02/04/14,402.72
200314C,CK DIRECT,3428,1,"8,650.00",STRATEGIC (NON CYCLICAL),02/04/14,"8,650.00"
310314F,BRAMBLE.CC LTD================,3649,1,0.03,PURCHASES-SOFTWARE,02/04/14,"3,547.63"
310314F,BRAMBLE.CC LTD================,3649,2,"3,477.64",PURCHASES-SOFTWARE,02/04/14,
310314F,BRAMBLE.CC LTD================,3649,3,69.96,PURCHASES-SOFTWARE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,1,152.15,OPERATIONAL EQUIP-PURCHASE,02/04/14,"2,826.03"
260314G,THE HEIGHTEC GROUP LTD========,38979,2,337.47,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,3,933.98,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,4,433.13,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,5,391.02,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,6,193.20,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,7,196.67,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,8,10.87,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,9,24.11,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,10,66.71,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,11,30.94,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,12,27.93,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,13,13.80,OPERATIONAL EQUIP-PURCHASE,02/04/14,
260314G,THE HEIGHTEC GROUP LTD========,38979,14,14.05,OPERATIONAL EQUIP-PURCHASE,02/04/14,
270314C,FAHEY BUILDERS LTD============,5189,1,"2,625.00",STRATEGIC (NON CYCLICAL),02/04/14,"2,625.00"
270314E,URS SCOTT WILSON LIMITED,5809551,1,429.71,PROF FEES-MISCELLANEOUS,02/04/14,"3,867.39"
270314E,URS SCOTT WILSON LIMITED,5809551,2,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,3,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,4,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,5,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,6,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,7,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,8,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5809551,9,429.71,PROF FEES-MISCELLANEOUS,02/04/14,
310314F,URS SCOTT WILSON LIMITED,5834661,1,"1,353.86",PROF FEES-MISCELLANEOUS,02/04/14,"1,353.86"
270314E,URS SCOTT WILSON LIMITED,5834667,1,444.10,PROF FEES-MISCELLANEOUS,02/04/14,"3,997.01"
270314E,URS SCOTT WILSON LIMITED,5834667,2,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,3,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,4,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,5,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,6,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,7,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,8,444.10,PROF FEES-MISCELLANEOUS,02/04/14,
270314E,URS SCOTT WILSON LIMITED,5834667,9,444.21,PROF FEES-MISCELLANEOUS,02/04/14,
140620,THAMES WATER UTILITIES LTD====,6242955180B,1,250.82,WATER & SEWERAGE RATES,02/04/14,250.82
270314E,MERLIN ELECTRICAL SERVICES LTD,6758,1,"6,286.47",STRATEGIC (CYCLICAL),02/04/14,"6,286.47"
310314F,CANON (UK) LTD===============,770442235,1,390.85,OFFICE EQUIPMENT,02/04/14,390.85
310314F,CANON (UK) LTD===============,770442242,1,390.85,OFFICE EQUIPMENT,02/04/14,390.85
310314F,CANON (UK) LTD===============,770442243,1,390.85,OFFICE EQUIPMENT,02/04/14,390.85
310314F,CANON (UK) LTD===============,770454837,1,390.85,OFFICE EQUIPMENT,02/04/14,390.85
310314F,NEXUS PROPERTY SERVICES,80082,1,"2,741.58",GENERAL,02/04/14,"2,741.58"
310314F,THOMSON REUTERS PROFESSIONAL,9000769460,1,888.00,BOOKS & JOURNALS,02/04/14,888.00
250314E,DRAEGER SAFETY UK LIMITED=====,90440712,1,285.20,PROTECTIVE EQUIPT - PARTS,02/04/14,285.20
210314C,ASTEC SURVEYS LIMITED=========,ASL-14-104,1,175.00,ASBESTOS,02/04/14,350.00
210314C,ASTEC SURVEYS LIMITED=========,ASL-14-104,2,175.00,ASBESTOS,02/04/14,
270314C,THAMES WATER UTILITIES LTD====,CBA1401833,1,"1,185.00",CURRENT HYDRANT COSTS,02/04/14,"1,185.00"
270314C,THAMES WATER UTILITIES LTD====,CBA1402049,1,"1,185.00",CURRENT HYDRANT COSTS,02/04/14,"1,185.00"
270314E,KIER BUILDING SERV ENGINEERS==,F00039358,1,667.00,STRATEGIC (CYCLICAL),02/04/14,"1,484.47"
270314E,KIER BUILDING SERV ENGINEERS==,F00039358,2,817.47,STRATEGIC (CYCLICAL),02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00046818,1,"1,815.00",STRATEGIC (NON CYCLICAL),02/04/14,"1,815.00"
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,1,97.85,STRATEGIC (NON CYCLICAL),02/04/14,"5,433.10"
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,2,308.00,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,3,461.06,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,4,219.41,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,5,131.96,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,6,230.92,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,7,65.98,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,8,90.71,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,9,18.60,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,10,72.89,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,11,"1,925.89",STRATEGIC (NON CYCLICAL),02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,12,61.45,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,13,50.03,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,14,32.38,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,15,123.75,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,16,203.74,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,17,234.76,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,18,118.98,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,19,128.90,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,20,170.53,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,21,140.83,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,22,247.50,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,23,188.38,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,24,60.03,TACTICAL DAY TO DAY,02/04/14,
310314F,KIER BUILDING SERV ENGINEERS==,F00047649,25,48.57,TACTICAL DAY TO DAY,02/04/14,
200314E,HALL FUELS,I06716190,1,"4,330.40",FUEL,02/04/14,"4,330.40"
310314F,HALL FUELS,I06719861,1,488.23,FUEL,02/04/14,488.23
250314E,OPP LTD=======================,INV0487805,1,"1,501.50",ASSESSMENTS,02/04/14,"1,501.50"
310314F,DODS PARLIAMENTARY COMM LTD==,PK074242,1,295.00,PROFESSIONAL DEVELOPMENT,02/04/14,295.00
240314G,MAYPLACE PROPERTY SERVICES LIM,SI1028,1,"4,997.06",STRATEGIC (NON CYCLICAL),02/04/14,"7,337.81"
240314G,MAYPLACE PROPERTY SERVICES LIM,SI1028,2,"2,340.75",STRATEGIC (NON CYCLICAL),02/04/14,
250314C,BABCOCK CRITICAL SERVICES LTD,SIMP012703,1,"9,800.00",VEHICLES,02/04/14,"9,800.00"
250314C,GROUND CONTROL UMITED,SIN033730,1,79.85,GROUNDS MAINTENANCE,02/04/14,782.42
250314C,GROUND CONTROL UMITED,SIN033730,2,13.00,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,3,49.46,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,4,34.55,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,5,14.29,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,6,14.29,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,7,41.30,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,8,41.30,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,9,13.00,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,10,13.00,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,11,45.21,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,12,41.30,GROUNDS MAINTENANCE,02/04/14,
250314C,GROUND CONTROL UMITED,SIN033730,13,13.00,GROUNDS MAINTENANCE,02/04/14,
