 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
221211C,FAITHORN FARRELL TIMMS========,007478,1,"3,412.22",PROFESSIONAL FEES - MISC,06/01/12,"3,412.22"
221211C,GEORGE JONES & SON LTD========,035598,1,"10,117.69",STRATEGIC (NON CYCLICAL),06/01/12,"10,117.69"
221211C,GEORGE JONES & SON LTD========,035638,1,"6,639.10",STRATEGIC (NON CYCLICAL),06/01/12,"6,639.10"
030112A,*PRINCIPAL CATERING CONSULTNTS,045834,1,812.40,CATERING,06/01/12,812.40
221211C,NATIONAL DRIVING CENTRE=======,08950,1,181.14,TRAINING & CONFERENCES,06/01/12,"23,894.48"
221211C,NATIONAL DRIVING CENTRE=======,08950,2,"23,713.34",TRAINING & CONFERENCES,06/01/12,
030112C,NATIONAL DRIVING CENTRE=======,08997,1,"18,049.08",TRAINING & CONFERENCES,06/01/12,"18,049.08"
030112G,WORCESTER CASUALTIES UNION====,1/3/8/10/15/17/29NOV,1,829.00,TRAINING & CONFERENCES,06/01/12,829.00
201211A,ACORN BUSINESS SUPPLIES LTD,1/I0005581,1,663.30,OFFICE FURNITURE,06/01/12,663.30
201211A,ACORN BUSINESS SUPPLIES LTD,1/I0005582,1,305.88,OFFICE EQUIPMENT,06/01/12,655.68
201211A,ACORN BUSINESS SUPPLIES LTD,1/I0005582,2,349.80,COMMUNITY RELATIONS,06/01/12,
161211C,HAYS ACCOUNTANCY & FINANCE====,1001682045,1,696.00,FRS STAFF AGENCY,06/01/12,696.00
201211C,HAYS ACCOUNTANCY & FINANCE====,1001704556,1,696.00,FRS STAFF AGENCY,06/01/12,696.00
139472,ALLSTAR BUSINESS SOLUTIONS LTD,1017530,1,"3,609.28",LEASE CAR CHARGES,06/01/12,"5,436.20"
139472,ALLSTAR BUSINESS SOLUTIONS LTD,1017530,2,"1,826.92",P/PAYMTS-CAR LEASG-RENTAL,06/01/12,
139472,ALLSTAR BUSINESS SOLUTIONS LTD,1017530,3,-446.29,VAT CAR LEASING,06/01/12,
139472,ALLSTAR BUSINESS SOLUTIONS LTD,1017530,4,446.29,LEASE CAR CHARGES,06/01/12,
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026130,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026131,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
221211C,*SPRUE SAFETY PRODUCTS LTD====,1026132,1,632.00,FIRE DETECTORS,06/01/12,632.00
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026133,1,632.00,FIRE DETECTORS,06/01/12,632.00
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026134,1,632.00,FIRE DETECTORS,06/01/12,632.00
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026137,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026139,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026140,1,632.00,FIRE DETECTORS,06/01/12,632.00
221211C,*SPRUE SAFETY PRODUCTS LTD====,1026141,1,632.00,FIRE DETECTORS,06/01/12,632.00
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026142,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026143,1,632.00,FIRE DETECTORS,06/01/12,632.00
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026144,1,632.00,FIRE DETECTORS,06/01/12,632.00
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026147,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026148,1,632.00,FIRE DETECTORS,06/01/12,632.00
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026149,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026150,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026151,1,"1,264.00",FIRE DETECTORS,06/01/12,"1,264.00"
131211C,*SPRUE SAFETY PRODUCTS LTD====,1026152,1,"12,640.00",FIRE DETECTORS,06/01/12,"12,640.00"
040112A,*SPRUE SAFETY PRODUCTS LTD====,1026524,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026525,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026526,1,758.40,FIRE DETECTORS,06/01/12,758.40
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026527,1,"3,792.00",FIRE DETECTORS,06/01/12,"3,792.00"
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026529,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026531,1,758.40,FIRE DETECTORS,06/01/12,758.40
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026533,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
030112A,*SPRUE SAFETY PRODUCTS LTD====,1026534,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
030112A,*SPRUE SAFETY PRODUCTS LTD====,1026535,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
040112A,*SPRUE SAFETY PRODUCTS LTD====,1026536,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
201211A,*SPRUE SAFETY PRODUCTS LTD====,1026537,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
030112A,*SPRUE SAFETY PRODUCTS LTD====,1026538,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026539,1,"1,896.00",FIRE DETECTORS,06/01/12,"1,896.00"
221211C,*SPRUE SAFETY PRODUCTS LTD====,1026541,1,758.40,FIRE DETECTORS,06/01/12,758.40
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026542,1,758.40,FIRE DETECTORS,06/01/12,758.40
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026543,1,"1,896.00",FIRE DETECTORS,06/01/12,"1,896.00"
221211C,*SPRUE SAFETY PRODUCTS LTD====,1026545,1,"1,011.20",FIRE DETECTORS,06/01/12,"1,011.20"
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026547,1,"1,896.00",FIRE DETECTORS,06/01/12,"1,896.00"
221211C,*SPRUE SAFETY PRODUCTS LTD====,1026548,1,"1,896.00",FIRE DETECTORS,06/01/12,"1,896.00"
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026549,1,758.40,FIRE DETECTORS,06/01/12,758.40
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026550,1,"1,516.80",FIRE DETECTORS,06/01/12,"1,516.80"
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026551,1,758.40,FIRE DETECTORS,06/01/12,758.40
201211C,*SPRUE SAFETY PRODUCTS LTD====,1026553,1,758.40,FIRE DETECTORS,06/01/12,758.40
221211C,DYER & BUTLER LTD,1031A/011,1,"25,064.00",DEVELOPMENT EXP - CONTRACTORS,06/01/12,"60,450.00"
221211C,DYER & BUTLER LTD,1031A/011,2,"35,386.00",DEVELOPMENT EXP - CONTRACTORS,06/01/12,
030112G,CENTRE4LEARNING LIMITED=======,1101222,1,"1,125.00",TRAINING & CONFERENCES,06/01/12,"1,125.00"
139472,ROYAL COLLEGE OF MUSIC========,11032144,1,560.00,PUBLIC RELATIONS,06/01/12,560.00
221211C,KIER BUILDING SERV ENGINEERS==,11060512,1,"45,889.69",TACTICAL DAY TO DAY,06/01/12,"83,249.16"
221211C,KIER BUILDING SERV ENGINEERS==,11060512,2,"36,061.59",STRATEGIC (CYCLICAL),06/01/12,
221211C,KIER BUILDING SERV ENGINEERS==,11060512,3,385.64,STRATEGIC (CYCLICAL),06/01/12,
221211C,KIER BUILDING SERV ENGINEERS==,11060512,4,533.17,STRATEGIC (CYCLICAL),06/01/12,
