 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
902281,BABCOCK TRAINING LTD,PTSI009020,1,"2,329,932.12",OUTSOURCED TRAINING,01/05/13,"2,329,932.12"
260413G,MEDIA TRAINING LIMITED========,00031658,1,"1,185.00",PROFESSIONAL DEVELOPMENT,02/05/13,"1,185.00"
290413C,TURNER & TOWNSEND PROJECT MNGT,000536789,1,"10,428.00",PROF FEES-MISCELLANEOUS,02/05/13,"10,428.00"
290413C,ACORN BUSINESS SUPPLIES LTD,1/I0039725,1,"1,514.00",OFFICE FURNITURE,02/05/13,"1,514.00"
260413C,AFFINITY WATER,101021258,1,754.00,CURRENT HYDRANT COSTS,02/05/13,754.00
260413C,AFFINITY WATER,101021274,1,"1,844.00",CURRENT HYDRANT COSTS,02/05/13,"1,844.00"
260413C,AFFINITY WATER,101021288,1,403.00,CURRENT HYDRANT COSTS,02/05/13,403.00
260413C,AFFINITY WATER,101021289,1,403.00,CURRENT HYDRANT COSTS,02/05/13,403.00
260413C,AFFINITY WATER,101021290,1,403.00,CURRENT HYDRANT COSTS,02/05/13,403.00
150413C,CARILLION COMMUNICATIONS LTD==,1011524,1,480.00,TACTICAL DAY TO DAY,02/05/13,480.00
800019187,REDFERN TRAVEL LTD,1050474,1,912.26,PUBLIC TRANSPORT,02/05/13,912.26
800019224,REDFERN TRAVEL LTD,1058956,1,889.66,PUBLIC TRANSPORT,02/05/13,889.66
800019226,REDFERN TRAVEL LTD,1059104,1,344.95,PUBLIC TRANSPORT,02/05/13,344.95
800019228,REDFERN TRAVEL LTD,1060285,1,253.95,PUBLIC TRANSPORT,02/05/13,253.95
190413C,BUREAU VERITAS HS&E LTD=======,13006307,1,"93,567.98",SCIENTIFIC SERVICES,02/05/13,"93,567.98"
290413C,WERNICK EVENT HIRE LTD========,13175,1,"1,180.30",OPERATIONAL EQUIP-PURCHASE,02/05/13,"1,180.30"
290413C,SURREY BLIND & CURTAIN CO=====,13703,1,354.00,FIXTURES & FITTINGS,02/05/13,354.00
290413C,SURREY BLIND & CURTAIN CO=====,13704,1,317.00,FIXTURES & FITTINGS,02/05/13,317.00
290413C,B NOKES CONTRACTS LTD,1720,1,550.00,TACTICAL DAY TO DAY,02/05/13,550.00
290413C,B NOKES CONTRACTS LTD,1724,1,420.00,SPECIAL CLEANS,02/05/13,420.00
290413C,B NOKES CONTRACTS LTD,1725,1,440.00,REFUSE COLLECTION,02/05/13,440.00
290413C,CARPETS & FLOOR COVERS DIRECT=,1725,1,"2,520.00",FIXTURES & FITTINGS,02/05/13,"2,520.00"
290413C,B NOKES CONTRACTS LTD,1727,1,471.50,DAY TO DAY MINOR IMPS,02/05/13,681.50
290413C,B NOKES CONTRACTS LTD,1727,2,210.00,DAY TO DAY MINOR IMPS,02/05/13,
250413C,MARIAN TOBIN,200313,1,600.00,CONSULTANTS,02/05/13,600.00
180413F,DELTOR COMMUNICATIONS LTD.===,21349,1,430.00,GENERAL CONSUMABLES,02/05/13,430.00
260413C,SOUTHERN ASBESTOS SERVICES LTD,217224,1,"1,180.00",DEVELOPMENT  EXPENSES-CONTRACT,02/05/13,"1,180.00"
260413C,SOUTHERN ASBESTOS SERVICES LTD,217253,1,780.00,DEVELOPMENT  EXPENSES-CONTRACT,02/05/13,780.00
240413C,STORM TECHNOLOGIES============,219996,1,"1,342.38",ACQUISITIONS,02/05/13,"1,342.38"
240413C,STORM TECHNOLOGIES============,219997,1,488.73,ACQUISITIONS,02/05/13,488.73
290413C,VODAFONE LIMITED==============,225195,1,"1,015.00",RADIO,02/05/13,"1,048.75"
290413C,VODAFONE LIMITED==============,225195,2,33.75,RADIO,02/05/13,
260413C,DYSLEXIA ASSESSMENT & CONSULTA,2496,1,475.00,PROFESSIONAL DEVELOPMENT,02/05/13,475.00
260413C,BRITISH TELECOM===============,25474841Q047,1,"69,397.66",TELECOMMUNICATIONS,02/05/13,"69,397.66"
260413C,EVOLUTION ENVIRONMENTAL LTD,2568,1,500.00,ASBESTOS,02/05/13,500.00
