 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
300614G,*PREMIER VANGUARD LTD,697023,1,33.36,STATIONERY CONSUMABLES,03/07/2014,279.96
300614G,*PREMIER VANGUARD LTD,697023,2,166.8,STATIONERY CONSUMABLES,03/07/2014,
300614G,*PREMIER VANGUARD LTD,697023,3,79.8,STATIONERY CONSUMABLES,03/07/2014,
140724,THAMES WATER UTILITIES LTD====,0592996051F,1,639.07,WATER & SEWERAGE RATES,03/07/2014,639.07
140724,THAMES WATER UTILITIES LTD====,0833660263/,1,"1,158.57",WATER & SEWERAGE RATES,03/07/2014,"1,158.57"
140715,CORONA ENERGY RETAIL 4 LTD,930504141,1,6.68,GAS,03/07/2014,"13,723.13"
140715,CORONA ENERGY RETAIL 4 LTD,930504141,2,656.38,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,3,173.71,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,4,441.22,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,5,439.81,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,6,539.93,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,7,388.69,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,8,330.94,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,9,839.17,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,10,667.07,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,11,459.55,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,12,317.21,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,13,196.26,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,14,381.99,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,15,427.44,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,16,395.09,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,17,808.12,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,18,829.88,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,19,293.17,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,20,622.27,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,21,47.78,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,22,39.83,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,23,31.98,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,24,407.79,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,25,"1,028.83",GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,26,579.83,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,27,306.84,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,28,464.22,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,29,359.25,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,30,199.54,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,31,673.06,GAS,03/07/2014,
140715,CORONA ENERGY RETAIL 4 LTD,930504141,32,369.6,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,1,645.45,GAS,03/07/2014,"11,265.34"
140716,CORONA ENERGY RETAIL 4 LTD,930504142,2,621.45,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,3,184.75,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,4,343.03,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,5,390.57,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,6,440.92,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,7,391.61,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,8,359.8,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,9,334.74,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,10,249.49,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,11,161.49,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,12,98.13,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,13,93.6,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,14,161.49,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,15,255.98,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,16,393.72,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,17,446.03,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,18,491.44,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,19,454.05,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,20,422.13,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,21,228.95,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,22,131.94,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,23,262.96,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,24,337.26,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,25,634.09,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,26,519.58,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,27,649.45,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,28,315.15,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,29,495.1,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,30,544.15,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,31,160.53,GAS,03/07/2014,
140716,CORONA ENERGY RETAIL 4 LTD,930504142,32,46.31,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,1,48.87,GAS,03/07/2014,"15,719.59"
140717,CORONA ENERGY RETAIL 4 LTD,930504143,2,933.4,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,3,43.55,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,4,475.18,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,5,388.61,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,6,141.27,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,7,386.34,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,8,350.38,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,9,27.04,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,10,648.83,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,11,385.83,GAS,03/07/2014,
140717,CORONA ENERGY RETAIL 4 LTD,930504143,12,280.8,GAS,03/07/2014,
