 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
300913C,MOOLANDS LTD,0000127,1,290.00,TACTICAL DAY TO DAY,03/10/13,290.00
300913C,TURNER & TOWNSEND PROJECT MNGT,000539405,1,"10,044.97",PROF FEES-MISCELLANEOUS,03/10/13,"10,044.97"
270913C,HEALTH & SAFETY LABORATORY====,035046,1,790.00,PROFESSIONAL DEVELOPMENT,03/10/13,790.00
270913C,ESRI (UK) LIMITED=============,083497,1,"4,800.00",MAINTENANCE & SUPPORT,03/10/13,"9,600.00"
270913C,ESRI (UK) LIMITED=============,083497,2,"4,000.00",MAINTENANCE & SUPPORT,03/10/13,
270913C,ESRI (UK) LIMITED=============,083497,3,800.00,MAINTENANCE & SUPPORT,03/10/13,
270913C,AFFINITY WATER,101027282,1,398.00,CURRENT HYDRANT COSTS,03/10/13,398.00
270913C,AFFINITY WATER,101027288,1,714.00,CURRENT HYDRANT COSTS,03/10/13,714.00
270913C,AFFINITY WATER,101027289,1,341.00,CURRENT HYDRANT COSTS,03/10/13,341.00
270913C,AFFINITY WATER,101027291,1,368.00,CURRENT HYDRANT COSTS,03/10/13,368.00
270913C,AFFINITY WATER,101027294,1,714.00,CURRENT HYDRANT COSTS,03/10/13,714.00
270913C,AFFINITY WATER,101027296,1,507.00,CURRENT HYDRANT COSTS,03/10/13,507.00
270913C,AFFINITY WATER,101027297,1,341.00,CURRENT HYDRANT COSTS,03/10/13,341.00
270913C,AFFINITY WATER,101027298,1,398.00,CURRENT HYDRANT COSTS,03/10/13,398.00
270913C,AFFINITY WATER,101027299,1,341.00,CURRENT HYDRANT COSTS,03/10/13,341.00
270913C,AFFINITY WATER,101027300,1,398.00,CURRENT HYDRANT COSTS,03/10/13,398.00
270913C,AFFINITY WATER,101027302,1,398.00,CURRENT HYDRANT COSTS,03/10/13,398.00
300913G,A M SLASKI====================,1090,1,808.50,CONSULTANTS,03/10/13,808.50
300913G,A M SLASKI====================,1094,1,"1,558.50",CONSULTANTS,03/10/13,"1,558.50"
300913G,A M SLASKI====================,1099,1,"1,408.50",CONSULTANTS,03/10/13,"1,408.50"
300913C,ROYAL COLLEGE OF MUSIC========,11039726,1,370.00,PRESS OFFICE,03/10/13,370.00
260913G,CPL PETROLEUM=================,1114024,1,"1,161.00",FUEL,03/10/13,"1,161.00"
300913C,SANDBERG LLP==================,127001,1,"1,260.00",STRATEGIC (NON CYCLICAL),03/10/13,"1,260.00"
270913C,HAGEMEYER UK LTD==============,129329716,1,"2,217.80",FIRE DETECTORS,03/10/13,"2,217.80"
270913C,BUREAU VERITAS HS&E LTD=======,13016361,1,"92,627.22",SCIENTIFIC SERVICES,03/10/13,"92,627.22"
300913C,PA ASSOCIATES (UK) LTD========,13064,1,"1,210.00",STRATEGIC (NON CYCLICAL),03/10/13,"1,210.00"
270913C,SURREY BLIND & CURTAIN CO=====,13916,1,195.00,FIXTURES & FITTINGS,03/10/13,451.00
270913C,SURREY BLIND & CURTAIN CO=====,13916,2,256.00,FIXTURES & FITTINGS,03/10/13,
270913C,RESPIREX======================,143772,1,"7,500.00",PROTECTIVE EQUIPMENT,03/10/13,"7,500.00"
300913C,DRON & WRIGHT=================,16646,1,"1,920.00",PROF FEES-MISCELLANEOUS,03/10/13,"2,347.00"
300913C,DRON & WRIGHT=================,16646,2,427.00,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,1,"5,260.31",PROFESSIONAL SERVICES,03/10/13,"19,100.45"
300913C,DRON & WRIGHT=================,16657,2,"1,197.00",PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,3,973.00,PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,4,720.00,PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,5,"2,336.82",PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,6,"1,281.70",PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,7,846.00,PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,8,"2,606.00",PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,9,"1,310.00",PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,10,422.62,PROFESSIONAL SERVICES,03/10/13,
300913C,DRON & WRIGHT=================,16657,11,175.00,DISPOSAL COSTS-ESTATES AGENTS,03/10/13,
300913C,DRON & WRIGHT=================,16657,12,175.00,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,13,77.00,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,14,210.00,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,15,875.00,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,16,420.00,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,17,67.40,PROF FEES-MISCELLANEOUS,03/10/13,
300913C,DRON & WRIGHT=================,16657,18,147.60,PROF FEES-MISCELLANEOUS,03/10/13,
270913C,B NOKES CONTRACTS LTD,1840,1,"2,277.50",DEVELOPMENT  EXPENSES-CONTRACT,03/10/13,"2,277.50"
270913C,B NOKES CONTRACTS LTD,1852,1,"4,589.50",DEVELOPMENT  EXPENSES-CONTRACT,03/10/13,"4,589.50"
270913C,GRADIENT CONSULTANTS LLP======,1874,1,104.40,ASBESTOS,03/10/13,887.29
270913C,GRADIENT CONSULTANTS LLP======,1874,2,104.40,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,3,104.40,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,4,52.09,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,5,104.40,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,6,104.40,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,7,104.40,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,8,104.40,ASBESTOS,03/10/13,
270913C,GRADIENT CONSULTANTS LLP======,1874,9,104.40,ASBESTOS,03/10/13,
270913C,B NOKES CONTRACTS LTD,1897,1,"2,543.20",DEVELOPMENT  EXPENSES-CONTRACT,03/10/13,"2,543.20"
270913C,B NOKES CONTRACTS LTD,1902,1,"1,577.50",STRATEGIC (NON CYCLICAL),03/10/13,"1,577.50"
270913C,CARPETS & FLOOR COVERS DIRECT=,21130,1,668.72,FIXTURES & FITTINGS,03/10/13,668.72
260913G,CRISPIN HUGHES================,2201,1,354.80,PRESS OFFICE,03/10/13,354.80
300913C,ASBESTOS FIRST================,22637/S5567,1,600.00,ASBESTOS,03/10/13,600.00
250913C,STORM TECHNOLOGIES============,238125,1,656.90,ACQUISITIONS,03/10/13,656.90
800024267,ADECCO UK LIMITED=============,26534676,1,"1,292.20",FRS STAFF AGENCY,03/10/13,"1,292.20"
800024240,ADECCO UK LIMITED=============,26538313,1,439.60,FRS STAFF AGENCY,03/10/13,439.60
800024243,ADECCO UK LIMITED=============,26538316,1,439.60,FRS STAFF AGENCY,03/10/13,439.60
800024244,ADECCO UK LIMITED=============,26538317,1,439.60,FRS STAFF AGENCY,03/10/13,439.60
800024245,ADECCO UK LIMITED=============,26538318,1,577.66,FRS STAFF AGENCY,03/10/13,577.66
800024246,ADECCO UK LIMITED=============,26538319,1,594.30,FRS STAFF AGENCY,03/10/13,594.30
800024248,ADECCO UK LIMITED=============,26538321,1,563.92,FRS STAFF AGENCY,03/10/13,563.92
800024249,ADECCO UK LIMITED=============,26538322,1,"1,105.30",FRS STAFF AGENCY,03/10/13,"1,105.30"
800024250,ADECCO UK LIMITED=============,26538323,1,594.65,FRS STAFF AGENCY,03/10/13,594.65
800024253,ADECCO UK LIMITED=============,26538326,1,660.24,FRS STAFF AGENCY,03/10/13,660.24
800024254,ADECCO UK LIMITED=============,26538327,1,"1,208.43",FRS STAFF AGENCY,03/10/13,"1,208.43"
800024255,ADECCO UK LIMITED=============,26538328,1,703.85,FRS STAFF AGENCY,03/10/13,703.85
800024264,ADECCO UK LIMITED=============,26541516,1,"1,778.28",FRS STAFF AGENCY,03/10/13,"1,778.28"
800024266,ADECCO UK LIMITED=============,26541517,1,969.60,FRS STAFF AGENCY,03/10/13,969.60
800024258,ADECCO UK LIMITED=============,26541518,1,"1,224.00",FRS STAFF AGENCY,03/10/13,"1,224.00"
800024259,ADECCO UK LIMITED=============,26541519,1,"1,224.00",FRS STAFF AGENCY,03/10/13,"1,224.00"
800024265,ADECCO UK LIMITED=============,26541521,1,953.44,FRS STAFF AGENCY,03/10/13,953.44
800024256,ADECCO UK LIMITED=============,26541522,1,"1,131.55",FRS STAFF AGENCY,03/10/13,"1,131.55"
800024261,ADECCO UK LIMITED=============,26541523,1,775.68,FRS STAFF AGENCY,03/10/13,775.68
800024262,ADECCO UK LIMITED=============,26541524,1,904.96,FRS STAFF AGENCY,03/10/13,904.96
800024263,ADECCO UK LIMITED=============,26541525,1,904.96,FRS STAFF AGENCY,03/10/13,904.96
800024257,ADECCO UK LIMITED=============,26541526,1,"1,509.55",FRS STAFF AGENCY,03/10/13,"1,509.55"
800024271,ADECCO UK LIMITED=============,26545210,1,439.60,FRS STAFF AGENCY,03/10/13,439.60
800024273,ADECCO UK LIMITED=============,26545212,1,439.60,FRS STAFF AGENCY,03/10/13,439.60
800024274,ADECCO UK LIMITED=============,26545213,1,439.60,FRS STAFF AGENCY,03/10/13,439.60
800024276,ADECCO UK LIMITED=============,26545215,1,594.30,FRS STAFF AGENCY,03/10/13,594.30
800024278,ADECCO UK LIMITED=============,26545217,1,704.90,FRS STAFF AGENCY,03/10/13,704.90
800024279,ADECCO UK LIMITED=============,26545218,1,594.65,FRS STAFF AGENCY,03/10/13,594.65
800024280,ADECCO UK LIMITED=============,26545219,1,350.28,FRS STAFF AGENCY,03/10/13,350.28
800024282,ADECCO UK LIMITED=============,26545221,1,"1,125.09",FRS STAFF AGENCY,03/10/13,"1,125.09"
800024285,ADECCO UK LIMITED=============,26545224,1,303.87,FRS STAFF AGENCY,03/10/13,303.87
800023892,*BANNER BUSINESS SUPPLIES LTD=,26966223,1,0.80,STATIONERY CONSUMABLES,03/10/13,296.03
800023892,*BANNER BUSINESS SUPPLIES LTD=,26966223,2,84.00,STATIONERY CONSUMABLES,03/10/13,
800023892,*BANNER BUSINESS SUPPLIES LTD=,26966223,3,113.10,STATIONERY CONSUMABLES,03/10/13,
800023892,*BANNER BUSINESS SUPPLIES LTD=,26966223,4,6.50,STATIONERY CONSUMABLES,03/10/13,
800023892,*BANNER BUSINESS SUPPLIES LTD=,26966223,5,91.63,STATIONERY CONSUMABLES,03/10/13,
270913C,EVOLUTION ENVIRONMENTAL LTD,2782,1,700.00,ASBESTOS,03/10/13,700.00
270913C,BRAMBLE.CC LTD================,3106,1,"3,189.80",PURCHASES-SOFTWARE,03/10/13,"6,600.40"
270913C,BRAMBLE.CC LTD================,3106,2,"2,166.00",PURCHASES-SOFTWARE,03/10/13,
270913C,BRAMBLE.CC LTD================,3106,3,"1,244.60",PURCHASES-SOFTWARE,03/10/13,
270913C,BRAMBLE.CC LTD================,336,1,"1,763.47",PURCHASES-SOFTWARE,03/10/13,"2,196.67"
270913C,BRAMBLE.CC LTD================,336,2,433.20,PURCHASES-SOFTWARE,03/10/13,
300913C,PCS CONSULTING SERVICES LTD===,3545,1,"2,967.00",PURCHASES-COMPUTER/EQUIPMENT,03/10/13,"2,967.00"
190913E,W & E DERRICK BLDG. CONT.=====,4043,1,498.00,STRATEGIC (NON CYCLICAL),03/10/13,498.00
270913C,W & E DERRICK BLDG. CONT.=====,4044,1,"2,605.00",STRATEGIC (NON CYCLICAL),03/10/13,"3,094.00"
270913C,W & E DERRICK BLDG. CONT.=====,4044,2,489.00,STRATEGIC (NON CYCLICAL),03/10/13,
800024164,*BURLINGTON UNIFORMS LTD,421630,1,400.95,CLOTHING,03/10/13,997.92
800024164,*BURLINGTON UNIFORMS LTD,421630,2,481.14,CLOTHING,03/10/13,
800024164,*BURLINGTON UNIFORMS LTD,421630,3,106.92,CLOTHING,03/10/13,
800024164,*BURLINGTON UNIFORMS LTD,421630,4,8.91,CLOTHING,03/10/13,
300913D,WILLMOTT DIXON CONSTRUCTION,442332,1,"393,437.30",PROF FEES-MISCELLANEOUS,03/10/13,"393,437.30"
270913C,SPORTSAFE UK LTD==============,448876,1,325.00,GYM EQUIPMENT,03/10/13,"1,002.62"
270913C,SPORTSAFE UK LTD==============,448876,2,85.00,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448876,3,147.88,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448876,4,30.74,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448876,5,276.00,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448876,6,138.00,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448888,1,120.00,GYM EQUIPMENT,03/10/13,386.40
270913C,SPORTSAFE UK LTD==============,448888,2,122.96,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448888,3,51.44,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448888,4,92.00,GYM EQUIPMENT,03/10/13,
270913C,SPORTSAFE UK LTD==============,448905,1,399.06,GYM EQUIPMENT,03/10/13,399.06
260913G,COSTELLO & SONS LIMITED=======,49498,1,135.00,UNIFORMS - POMS,03/10/13,"2,401.50"
260913G,COSTELLO & SONS LIMITED=======,49498,2,135.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,3,135.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,4,135.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,5,540.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,6,135.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,7,376.50,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,8,540.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,9,135.00,UNIFORMS - POMS,03/10/13,
260913G,COSTELLO & SONS LIMITED=======,49498,10,135.00,UNIFORMS - POMS,03/10/13,
800023894,*GREENHAM TRADING LTD=========,5607631,1,162.60,GENERAL,03/10/13,325.20
800023894,*GREENHAM TRADING LTD=========,5607631,2,162.60,GENERAL,03/10/13,
300913C,URS SCOTT WILSON LIMITED,5622264,1,"5,198.95",PROF FEES-MISCELLANEOUS,03/10/13,"5,198.95"
260913G,PREMIER HOSE TECHNOLOGIES LTD=,622008,1,791.49,GENERAL CONSUMABLES,03/10/13,"1,540.69"
260913G,PREMIER HOSE TECHNOLOGIES LTD=,622008,2,387.20,GENERAL CONSUMABLES,03/10/13,
260913G,PREMIER HOSE TECHNOLOGIES LTD=,622008,3,362.00,GENERAL CONSUMABLES,03/10/13,
270913C,PREMIER HOSE TECHNOLOGIES LTD=,622132,1,220.53,PROTECTIVE EQUIPT - PARTS,03/10/13,265.89
270913C,PREMIER HOSE TECHNOLOGIES LTD=,622132,2,30.86,PURCHASE,03/10/13,
270913C,PREMIER HOSE TECHNOLOGIES LTD=,622132,3,14.50,PURCHASE,03/10/13,
270913C,MERLIN ELECTRICAL SERVICES LTD,6309,1,351.95,STRATEGIC (NON CYCLICAL),03/10/13,351.95
140385,BRITISH GAS BUSINESS==========,6360808131,1,357.61,ELECTRICITY,03/10/13,"11,486.29"
140385,BRITISH GAS BUSINESS==========,6360808131,2,298.47,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,3,432.84,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,4,302.10,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,5,444.39,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,6,333.72,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,7,475.44,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,8,249.90,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,9,370.43,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,10,490.38,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,11,244.12,ELECTRICITY,03/10/13,
140385,BRITISH GAS BUSINESS==========,6360808131,12,370.59,ELECTRICITY,03/10/13,
