 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
800132754,APEX LIFT & ESCALATOR,0000100319,1,21.71,PLANNED LIFTS,06/06/19,820.27,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,2,31.28,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,3,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,4,67.31,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,5,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,6,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,7,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,8,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,9,43.42,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,10,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,11,67.31,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,12,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,13,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,14,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,15,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,16,21.71,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
800132754,APEX LIFT & ESCALATOR,0000100319,17,235.36,PLANNED LIFTS,06/06/19,,Technical and Service Support,Facilities & Management Services
