Identifier,Title,Description ,Currency,Amount awarded,Award Date,Planned Dates:Start Date,Planned Dates:End Date,Recipient Org:Name,Recipient Org:Identifier,Recipient Org:Charity Number,Recipient Org:Company Number,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Title,Last Modified,Data Source,Approved by
360G-GLA-G61o0AlY8sn669q,Young Londoners Fund,"Hackney Choral 
To give excluded young people a voice through the discipline of choral music. This collaboration between St Paul’s Cathedral, St Paul’s West Hackney, local schools and families and other partners, will provide young people facing exclusion with meaningful skills, confidence and aspiration - giving them the opportunity to make positive life choices, to utilise the benefits of living in London and to reach their full potential.",GBP,88917,2018-10-01,2018-10-01,2021-12-31,St Paul's Cathedral,GB-CHC-292659,1082711 (St Paul's Cathedral Foundation),,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G9wHCundrEp14LZ,Young Londoners Fund,"Step Up Hub in collaboration with local organisations will create and facilitate a range of platforms for children and young people in LB Brent, particularly those of BAME background. The PLATFORMS project will give young people and parents in Brent essential space and platforms to discuss, explore and manage difficult issues. It will host activities relevant to young people and will act as both diversionary from gang and criminal activities but also as a space to build relationships with parents, practitioners and institutions in the Borough.",GBP,122700,2018-11-01,2018-11-01,2021-11-30,Step Up Hub,360G-GLA-Rk5dZ4A5lJk0I60,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GY82X2l8cwUKx7O,Young Londoners Fund,"RISE will target excluded young people and those involved with the criminal justice system with a bespoke programme of interventions to raise aspirations, support skills development and empower youth participation and enterprise. Embedded in and drawing upon local communities a high-profile music and media-based youth campaign will raise aspirations and challenge attitudes to youth violence alongside tailored interventions to high risk groups.",GBP,149994,2018-10-15,2018-10-15,2021-12-31,SV Academy,360G-GLA-Rmy3x93rcN48g3O,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GesDcy84Jta68ej,Young Londoners Fund,"Social Survivors will work with young people with Autism accessing mainstream education, supporting them to develop social and independence skills, reducing their social isolation and empowering them to make a positive contribution to society. The project, based in a youth club setting, will develop a range of modules designed to target the areas that are commonly most absent in young people with Autism, including social skills, travel training and safer relationships.",GBP,146560,2018-10-01,2018-10-01,2021-12-31,Sycamore Trust U.K.,GB-CHC-1116697,1116697,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G8OePIYv14O4W2C,Young Londoners Fund,"Synergy Young People’s Programme will reduce the risk factors that lead to young people falling into crime through a combination of bespoke theatre productions and follow up creative activity to promote awareness and behaviour change in approximately 6000 at risk young people. The project will uniquely utilise ex-offenders as actors and facilitators directly engaging with those hardest to reach, and work closely with cross-sector partners.",GBP,150000,2019-01-02,2019-01-02,2021-12-17,Synergy Theatre Project,GB-CHC-1088692,1088692,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gc5rgHFH22NuD3t,Young Londoners Fund,"Nex Gen is aimed at young people living on 3 large ‘hotspot’, housing estates Andover, Marquess and Mayville. Led by Access to Sports with a variety of partners it will deliver a targeted/comprehensive programme of youth-work, sporting activities, training/education to support young people at risk of criminal activity to achieve positive outcomes, engage better with existing services and reduce community tension.",GBP,149515,2019-01-01,2019-01-01,2021-12-31,The Access To Sports Project,GB-CHC-1122243,1122243,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GiEB9R651m63o6F,Young Londoners Fund,"All Aboard will provide a programme of activities that will help 84 young people in Greenwich, Lewisham and Southwark at risk of exclusion/offending make positive life choices. Attending once a week on Saturday for up to two years, they will participate in water-side and dry-side sporting and creative activities; personal development/employability training workshops; one-to-one mentoring support and a fortnightly Peer Support Group.",GBP,149296,2019-01-01,2019-01-01,2021-12-31,The AHOY Centre,GB-CHC-1084122,1084122,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G0917827Lz1vHQi,Young Londoners Fund,"MINE - building family bonds, positive transitions from virtual worlds to real life
To deliver an arts engagement & access programme targeting the most disadvantaged communities in Barnet through a referral network. The programme aims to use Minecraft digital gaming and a live gaming show to explore mother/son relationships & how young people become leaders in Minecraft.",GBP,75000,2018-10-01,2018-10-01,2021-09-30,The Arts Depot Trust Ltd,360G-GLA-RH17x4BZiPX0hDJ,1083893,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G29rBmU3f6oXAUl,Young Londoners Fund,"The Best You 
To run a highly interactive and motivational project involving workshops and a visit to the Ben Kinsella exhibition. Participants will develop a strong sense of self, transform aggressive behaviour, break through destructive cycles and become proactive to discover their passions and career goals. ",GBP,49809,2018-10-01,2018-10-01,2021-09-30,The Ben Kinsella Trust,GB-CHC-112612,1126612,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G2tmoFWw3miZE2c,Young Londoners Fund,"The Haringey Pirates will transform the literacy skills, confidence and perseverance of disadvantaged young people who are falling behind at school. It will provide a high quality, year-long, after-school learning programme, using one-to-one support to accelerate their literacy skills, reengage them with education and reduce their risk of social and educational exclusion.",GBP,145365,2019-01-07,2019-01-07,2021-12-31,The Hackney Pirates,360G-GLA-RhuFUeEzxuP5Sj6,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GLa39YwR0Y4TGz1,Young Londoners Fund,"Inclusive Vision will support 180 visually impaired children and young people living in West and South London at risk of social exclusion to improve their emotional and mental health, develop the practical skills to lead independent and fulfilling lives and become active participants in their local communities.",GBP,96465,2019-01-02,2019-01-02,2021-12-31,The Royal Society for Blind Children,GB-CHC-307892,307892,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GO9fOSZ8ijktie7,Young Londoners Fund,"Make it Happen
To inspire young people to design and develop enterprise projects that draw on their personal ambitions and experience.  Working with Twist facilitators, who lead by example, and foster the young people’s desire to be valued and recognised as a success and a network of effective professionals and business leaders with the power to turn their projects into reality.",GBP,82000,2018-10-01,2018-10-01,2021-09-20,The Twist Partnership Limited,360G-GLA-R39i96wzR0Glc6X,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gw0pN2E2Q3Fjkfz,Young Londoners Fund,"The Promise Project delivers an integrated, tiered programme of youth-centred, community-based support, helping young people at risk to succeed through enrichment workshops in school, community outreach and open access youth work. Proving mentoring, young person-centred information and participation and leadership opportunities to engage young people in positive activities and build their sense of belonging. ",GBP,148148,2018-12-06,2018-12-06,2021-11-30,The Winch,360G-GLA-R4xU0b5n4Xe1kbG,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gq09i9E6Lo3624v,Young Londoners Fund,"My City, My Future (MCMF) will create a stronger community by supporting the most disengaged young people to develop the mindset and skills needed to make positive choices, improve their wellbeing and gain employment. Connecting the worlds of education, business and the community through a coaching programme it will help participants to gain self-belief and confidence needed for long-term wellbeing, resilience, positive choices and employability.",GBP,148500,2018-10-01,2018-10-01,2021-08-31,ThinkForward,GB-CHC-1152862,1152862,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GfEcDdIpuU8r1qY,Young Londoners Fund,"Stay Safe project will offer educational and positive activities to young people that currently attend Wac Arts College, their peers who are at risk, as well as younger children and young people who find themselves in alternative education without some form of early intervention. Delivering a range of positive activities and exciting projects to engage and motivate so that more in depth work can start to address underlying issues of reckless behaviour.",GBP,146576,2018-10-01,2018-10-01,2021-08-31,Wac Arts College,GB-CHC-1121401,1121401,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GJE82f50Oji6dNz,Young Londoners Fund,"Leading the Way 
To provide disabled young people at risk of feeling isolated from their community facilities, such as organised sports and clubs, the chance to take action to address the gaps in provision. Throughout the project they will lead the way for 10 London youth services towards a shared goal of making their services accessible and inclusive.",GBP,58069,2018-10-01,2018-10-01,2020-10-01,Whizz-Kidz (the Movement for Non-Mobile Children),GB-CHC-802872,802872,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gg9TdH6m3D0J4St,Young Londoners Fund,"Upskilling ‘at risk’ Young People aged 16-21 on Content Film Production & Creation for Online Publication & Employment Opportunities. 
To upskill a cohort ‘at risk of crime’ (largely BAME young people) to be industry ready for a career in Content Film Production. The process in the ‘Curb Collective’ consists of; Learn-Create-Publish-Proliferate, creating skilled and credited Producers who will be supported to find gainful employment in the media industry.",GBP,34500,2018-10-15,2018-10-15,2021-10-14,Word On The Curb,360G-GLA-Ri47gP2s8oF0g17,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G9xklaCjc906XJ7,Young Londoners Fund,Fuller Futures will employ a full-time youth worker with a therapeutic specialty to lead on delivering 1:1 and group trauma-informed support for young people to enable them to form secure attachments with no barriers of any form of statutory therapeutic provision. They will deliver training to staff and volunteers and lead on outreach work locally in Woolwich and Thamesmead town centres and schools.,GBP,117929.54,2019-01-01,2019-01-01,2021-12-31,YMCA Thames Gateway,GB-CHC-1133269,1133269,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GFy1IJ75lQWcx2T,Young Londoners Fund,"#ChangethroughChoice is a pioneering programme to tackle the root causes of young people’s anti-social and offending behaviour. Taking a whole-community approach the project will address psychological and mental health issues through 1:1 counselling; create healthier family relationships through parental support; motivate young people through peer mentoring and support practical rehabilitation, including through volunteering.",GBP,116555,2019-01-07,2019-01-07,2021-12-31,You and Me Counselling,360G-GLA-RTXG2Y8x6qIc0Hx,,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gs31At8FQXl96sY,Young Londoners Fund,"Action to Grow will run two weekly English language focussed peer support mentoring programmes and two weekly English Language focussed social learning groups for young refugees, asylum seekers and vulnerable migrants in Brent. The project will reduce their social isolation, enable them to develop communication and social skills and increase their confidence, resilience and wellbeing, decreasing the risk of them being socially excluded or involved in criminal activity.",GBP,145937,2019-01-02,2019-01-02,2021-12-31,Young Roots,GB-CHC-1139685,1139685,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GB78x2Z59wC76N5,Young Londoners Fund,"The Market gives opportunities for young people with offending histories to access employment. Working creatively and collaboratively on three market stalls will provide 16-21-year olds not only with work but the chance to become entrepreneurial and test out their business ideas. Providing a combination of skills development, support, professional guidance, and training.",GBP,149139.18,2019-01-07,2019-01-07,2021-12-17,Youth Action Alliance,GB-CHC-1086902,1086902,,GB-LAE-GLA,Greater London Authority,Education and Youth,Young Londoners Fund,2019-08-21T14:35:00Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GSxV3oQn524ydUx,Grant to Thames Chase Trust,The Chase Nature Reserve Hedges for Wildlife and Connectivity - Phase II,GBP,8900,2019-10-02,2019-10-02,2020-03-31,Thames Chase Trust,GB-CHC-1115627,1115627,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-14T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GJ6738Ec3iOD3L6,Grant to London Borough of Barnet,Barnet Parks Play Area Tree Planting,GBP,24743,2019-10-02,2019-10-02,2020-03-31,LB Barnet,GB-LAE-BNE,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-15T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GgPMZS2ryW50ymA,Grant to The Conservation Volunteers,TCV 60th Anniversary Tree Planting,GBP,15773.96,2019-10-02,2019-10-02,2020-03-31,The Conservation Volunteers,GB-CHC-261009,261009,00976410,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-16T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GZdQoa9P9lJ7uGB,Grant to London Borough of Croydon,Trees for People ,GBP,20000,2019-10-02,2019-10-02,2020-03-31,LB Croydon,GB-LAE-CRY,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-17T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gtz1VaIVd257dy8,Grant to London Wildlife Trust,Upper Norwood Recreation Ground Tree Planting,GBP,6230,2019-10-02,2019-10-02,2020-03-31,London Wildlife Trust,GB-CHC-283895,283895,01600379,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-18T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gx3vySa38aKvDnb,Grant to London Borough of Ealing,Ealing Common and environs,GBP,28750,2019-10-02,2019-10-02,2020-03-31,LB Ealing,GB-LAE-EAL,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-19T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GHn5K64POkJ5g5u,Grant to London Borough of Ealing,Ravenor Park and environs,GBP,18750,2019-10-02,2019-10-02,2020-03-31,LB Ealing,GB-LAE-EAL,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-20T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GjQAERgn726q8PT,Grant to London Borough of Ealing,South Acton Recreation Ground and environs,GBP,11250,2019-10-02,2019-10-02,2020-03-31,LB Ealing,GB-LAE-EAL,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-21T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GUT7cJ9hJO5X08C,Grant to Southall Transition,Southall Orchard Project - Phase 5,GBP,6514,2019-10-02,2019-10-02,2020-03-31,Southall Transition,360G-GLA-Rtx11145KzecUUb,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-22T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GntjfBG69f3t83U,Grant to Royal Borough of Greenwich,Apples in Abbey Wood,GBP,14500,2019-10-02,2019-10-02,2020-03-31,LB Greenwich,GB-LAE-GRE,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-23T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gk2aM7vwy1RqeaT,Grant to Friends of Avery Hill Park,Increasing Tree Cover in Eltham,GBP,5800,2019-10-02,2019-10-02,2020-03-31,Friends of Avery Hill Park,360G-GLA-Rdnx2d2JST2su6C,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-24T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GeKj2L162alPQ6t,Grant to Peabody Trust,Trees for Thamesmead,GBP,32000,2019-10-02,2019-10-02,2020-03-31,Peabody Trust,GB-COH-RS007223,,RS007223,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-25T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GrjGuPsPotil5LE,Grant to London Borough of Hackney,Trees of Time and Place (Hackney) Parks and Open Spaces,GBP,48269,2019-10-02,2019-10-02,2020-03-31,LB Hackney,GB-LAE-HCK,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-26T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G3KI3NB65dMkzH0,Grant to Queensbridge Primary School,The Urban Play Orchard,GBP,37714,2019-10-02,2019-10-02,2020-03-31,Queensbridge Primary School,GB-UKPRN-10078028,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-27T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GgHCn15Sa6Xbiqr,Grant to Alexandra Park and Palace Charitable Trust,Alexandra Park – heritage and biodiversity planting scheme,GBP,15540,2019-10-02,2019-10-02,2020-03-31,Alexandra Park and Palace Charitable Trust,GB-CHC-281991,281991,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-28T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G7mTHS8P8OUz8D9,Grant to London Borough of Haringey,Greening Finsbury Park,GBP,12500,2019-10-02,2019-10-02,2020-03-31,LB Haringey,GB-LAE-HRY,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-29T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GuUepS0LbwrX1D8,Grant to London Borough of Haringey,"Greening Haringey HFH estates,",GBP,10000,2019-10-02,2019-10-02,2020-03-31,LB Haringey,GB-LAE-HRY,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-30T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GsSqz1Yiy5YKcpR,Grant to London Borough of Harrow,Newton Park and Brockley Hill,GBP,27051,2019-10-02,2019-10-02,2020-03-31,LB Haringey,GB-LAE-HRY,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-10-31T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GBub1mI0jMJ111l,Grant to Thames Chase Trust,Thames Chase Community Tree Nursery Project,GBP,19525,2019-10-02,2019-10-02,2020-03-31,Thames Chase Trust,GB-CHC-1115627,1115627,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-01T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GipobX5yz6jQGcY,Grant to London Borough of Hillingdon,Hillingdon Tree Planting Project,GBP,8436.5,2019-10-02,2019-10-02,2020-03-31,LB Hillingdon,GB-LAE-HIL,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-02T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GoLozGzJH9KtpOX,Grant to London Borough of Hounslow,Leitrim and Pevensey: Community Orchard and Wet Woodland,GBP,10747,2019-10-02,2019-10-02,2020-03-31,LB Hounslow,GB-LAE-HNS,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-03T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GYld5wRq18oqdcH,Grant to Just Solutions 123...,Trees 4 Grenfell,GBP,14600,2019-10-02,2019-10-02,2020-03-31,Just Solutions 123...,360G-GLA-RjHXobYQTAj726u,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-04T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GAKrkF7E1vv1HeY,Grant to The Tree Council,Trees & Hedges for Healthier Lives,GBP,17682,2019-10-02,2019-10-02,2020-03-31,The Tree Council,GB-CHC-279000,279000,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-05T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G7H4DTt1cDyrHq7,Grant to Trees for Cities,Beckton District Park South Woodland Creation,GBP,40500,2019-10-02,2019-10-02,2020-03-31,Trees for Cities,GB-CHC-1032154,1032154,02874642,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-06T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GeIkwqhug6OQ46h,Grant to Trees for Cities,Goodmayes Park Woodland Creation,GBP,50000,2019-10-02,2019-10-02,2020-03-31,Trees for Cities,GB-CHC-1032154,1032154,02874642,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-07T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GK4Y4C0VQIEcY28,Grant to Trees for Cities,Barley Lane Community Tree Planting,GBP,17500,2019-10-02,2019-10-02,2020-03-31,Trees for Cities,GB-CHC-1032154,1032154,02874642,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-08T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G2F9gi80Ec0HR5g,Grant to London Borough of Redbridge,Redbridge National Tree Week Project- phase 2,GBP,14331.38,2019-10-02,2019-10-02,2020-03-31,LB Redbridge,GB-LAE-RDB,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-09T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gz2s6FhZcVBxW5H,Grant to Dulwich Park Friends,Dulwich Park Community Tree Planting,GBP,5760,2019-10-02,2019-10-02,2020-03-31,Dulwich Park Friends,GB-CHC-1067472,1067472,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-10T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GBW9W8eMu0nTx0B,Grant to Wrythe Memorial Events,"St Helier, The Wrythe and Tweeddale Orchards",GBP,12000,2019-10-02,2019-10-02,2020-03-31,Wrythe Memorial Events,360G-GLA-REP289178m9hqfG,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-11T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G48G15ocD23Hj8s,Grant to Manor Park Friends Group,Manor Park Community Trees,GBP,7834,2019-10-02,2019-10-02,2020-03-31,Manor Park Friends Group,360G-GLA-RWLe43v81yp5RFD,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-12T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G15oD919yguZX0o,Grant to Trees for Cities,Jolly's Green Community Tree Planting,GBP,10000,2019-10-02,2019-10-02,2020-03-31,Trees for Cities,GB-CHC-1032154,1032154,02874642,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-13T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GFj7U8VI77g7sX8,Grant to London Borough of Waltham Forest,Community Tree Planting Project,GBP,24230,2019-10-02,2019-10-02,2020-03-31,LB Waltham Forest,GB-LAE-WFT,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-14T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G011ZAWiv0K8d4R,Grant to London Borough of Wandsworth,Wandsworth Community Tree Planting,GBP,17800,2019-10-02,2019-10-02,2020-03-31,LB Wandsworth,GB-LAE-WND,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",Greener City Fund: Community Tree Planting Grants,2019-11-15T12:33:49Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G1RQ20BfMy8OHx3,London Family Fund,"The Family Fund supports organisations that are  bringing diverse families together for support and common purpose. The fund aims to improve parents social networks, reduce social isolation and improve social integration at a local level between diverse families. ",GBP,85000,2018-09-01,2018-09-01,2019-09-01,New Economics Foundation,GB-CHC-1055254,1055254,,GB-LAE-GLA,Greater London Authority,Communities and Social Policy,London Family Fund,2019-12-02T14:25:32Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-GiUSbYSJPIzj4Pz,London Family Fund,"The Family Fund supports organisations that are  bringing diverse families together for support and common purpose. The fund aims to improve parents social networks, reduce social isolation and improve social integration at a local level between diverse families. ",GBP,82592,2018-09-01,2018-09-01,2019-09-01,Citizens UK,GB-CHC-1107264,1107264,,GB-LAE-GLA,Greater London Authority,Communities and Social Policy,London Family Fund,2019-12-02T14:25:32Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gbxerw3TcV5253u,London Family Fund,"The Family Fund supports organisations that are  bringing diverse families together for support and common purpose. The fund aims to improve parents social networks, reduce social isolation and improve social integration at a local level between diverse families. ",GBP,20000,2018-09-01,1900-01-01,2019-09-01,Eastside Community Heritage,GB-CHC-1071668,1071668,,GB-LAE-GLA,Greater London Authority,Communities and Social Policy,London Family Fund,2019-12-02T14:25:32Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-Gz30Jim4AVlBXnh,London Family Fund,"The Family Fund supports organisations that are  bringing diverse families together for support and common purpose. The fund aims to improve parents social networks, reduce social isolation and improve social integration at a local level between diverse families. ",GBP,14000,2018-09-01,2018-09-01,2019-09-01,Kitchen Kitchen Collection CIC,360G-GLA-RXKP16disn,,,GB-LAE-GLA,Greater London Authority,Communities and Social Policy,London Family Fund,2019-12-02T14:25:32Z,https://data.london.gov.uk/dataset/gla-grants-data,
360G-GLA-G6x5Ze5H4PJhXWf,London Family Fund,"The Family Fund supports organisations that are  bringing diverse families together for support and common purpose. The fund aims to improve parents social networks, reduce social isolation and improve social integration at a local level between diverse families. ",GBP,47000,2018-09-01,2018-09-01,2019-09-01,Wheely Tots,GB-CHC-1161237,1161237,,GB-LAE-GLA,Greater London Authority,Communities and Social Policy,London Family Fund,2019-12-02T14:25:32Z,https://data.london.gov.uk/dataset/gla-grants-data,
