Identifier,Title,Description ,Currency,Amount awarded,Award Date,Planned Dates:Start Date,Planned Dates:End Date,Recipient Org:Name,Recipient Org:Identifier,Recipient Org:Charity Number,Recipient Org:Company Number,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Title,Last Modified,Data Source,Approved by
360G-GLA-GJEypBOXm4SoH7g,Grant to Voluntary Action Harrow Ltd,Speed Volunteering project - Pop-Up Harrow ,GBP,9940,2014-11-03,2014-11-03,2015-03-30,Voluntary Action Harrow Ltd,GB-COH-07554530,,07554530,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GN7OCz1NAEdXtMk,Grant to UP Projects,Speed Volunteering project ,GBP,10000,2014-11-03,2014-11-03,2015-10-30,UP Projects,GB-COH-04971057,,04971057,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GhyEyp16R9OQwYj,Grant to Trees for Cities,Speed Volunteering project - Time 4 Trees,GBP,10000,2014-11-03,2014-11-03,2015-03-30,Trees for Cities,GB-CHC-1032154,1032154,02874642,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GBL95vjzzoQi6K8,Grant to The Vine Project,TVP Speed Volunteering project ,GBP,9991,2014-11-03,2014-11-03,2015-03-30,The Vine Project,GB-CHC-1098714,1098714,04715349,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GjDHLimKGVZ0EYj,Grant to The National Trust,Speed Volunteering project - Every Volunteer Journey Matters,GBP,10000,2014-11-03,2014-11-03,2015-03-30,The National Trust,GB-CHC-205846,205846,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-Gzslokl65kBJAKH,Grant to The Conservation Volunteers,Green Speed Volunteering,GBP,10000,2014-11-03,2014-11-03,2015-03-30,The Conservation Volunteers,GB-CHC-261009,261009,00976410,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-Gu9AQAKdAIqngTr,Grant to Significant Seams CIC,Speed Volunteering Walthamstow,GBP,10000,2014-11-03,2014-11-03,2015-10-30,Significant Seams CIC,GB-COH-07759689,,07759689,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GGGNrXDof3xPULb,Grant to London Youth Games Foundation,Speed Volunteering project,GBP,10000,2014-11-03,2014-11-03,2015-10-30,London Youth Games Foundation,GB-CHC-1048705,1048705,02039817,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-G45F4BPKSYehaYI,Grant to Isledon Here To,Speed Volunteering project,GBP,9781.8,2014-11-03,2014-11-03,2015-03-30,Here to Islington,GB-COH-08157010,,08157010,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GwEfgOter50o9vm,Grant to Here to Islington,Speed Volunteering Project,GBP,9782,2014-11-03,2014-11-03,2015-10-30,Here to Islington,GB-COH-08157010,,08157010,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GK1Y6A5uW831zaX,Grant to Haringey Mencap,SWIFT Speed Volunteering project,GBP,9850,2014-11-03,2014-11-03,2015-03-30,Haringey Mencap,GB-CHC-1082380,1082380,03710559,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GMVcZvyccW0UcOv,Grant to Groundwork London,Speed Volunteering project - Team Wandle,GBP,10000,2014-11-03,2014-11-03,2015-03-30,Groundwork London,GB-CHC-1121105,1121105,04212532,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GgvqRMoi1NMaSo8,Grant to Deen City Farm,"Little time, big difference - volunteering project",GBP,9208,2014-11-03,2014-11-03,2015-03-30,Deen City Farm,GB-CHC-1008028,1008028,02577067,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-G24qWqiHM7fQcQh,Grant to Croydon Voluntary Action,Team Croydon Team Leaders volunteers project,GBP,10000,2014-11-03,2014-11-03,2015-03-30,Croydon Voluntary Action,GB-CHC-1060157,1060157,03271298,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GDt0OJjHJLdxvh0,Grant to Cordwainers Grow,Speed Greening Volunteering Project,GBP,9940,2014-11-03,2014-11-03,2015-10-30,Cordwainers Grow,GB-COH-09318812,,09318812,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-Gn9TCQ5waNV5tcN,Grant to Bee Collective,Bee Collective Volunteer Project,GBP,10000,2014-11-03,2014-11-03,2015-03-30,Bee Collective,GB-COH-08391016,,08391016,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GSbcW5Kmo2Ujfop,Grant to Age UK Waltham Forest,Speed Volunteering Project,GBP,8575,2014-11-03,2014-11-03,2015-10-30,Age UK Waltham Forest,GB-CHC-1048212,1048212,02334459,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GRrUTmvKgC9EnZ8,Grant to Age UK Hammersmith & Fulham,Speed Volunteering Silver Socials project,GBP,10000,2014-11-03,2014-11-03,2015-03-30,Age UK Hammersmith & Fulham,GB-CHC-289124,289124,01685692,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GH7dcl4U8T1HCbY,Grant to LB Ealing,Growing Places Fund - Southall Big Plan,GBP,5775000,2014-11-04,,,LB Ealing,GB-LAE-EAL,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1213
360G-GLA-GkrTi7M9PQIV1U2,Grant to LB Croydon,New Addington Improvement Works,GBP,959000,2014-11-05,,,LB Croydon,GB-LAE-CRY,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1177
360G-GLA-GJzxD0qYWIozyFt,Grant to City Year,Supplementary schools/Leadership Clubs,GBP,150476,2014-11-07,2014-11-14,2016-01-31,City Year,GB-CHC-1131350,1131350,06965846,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD972
360G-GLA-GlvDO3xjJISdrRh,Grant to Providence Row,Speed Volunteering project - Providence Go!,GBP,9982,2014-11-13,2014-11-13,2015-03-30,Providence Row,GB-CHC-1140192,1140192,07452798,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GWmUkl7tvsjA19X,Grant to The Silvertown Partnership,Grant to The Silvertown Partnership,GBP,12000000,2014-11-17,,,The Silvertown Partnership,GB-COH-OC372441,,OC372441,GB-LAE-GLA,Greater London Authority,Housing and Land,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1410
360G-GLA-Gv1qt8SVlMV6YyZ,Grant to Good Gym Ltd,GoodGymn starter sessions,GBP,10000,2014-11-26,2014-11-26,2015-03-30,Good Gym Ltd,GB-COH-06995775,,06995775,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GWVNFl6lJ3yvK4j,Grant to Tempus Energy Limited,To support a smart energy business model to optimise energy use,GBP,250000,2014-11-28,2014-11-01,2019-11-01,Tempus Energy Limited,GB-COH-08040653,,08040653,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1416
360G-GLA-GexyCp84kIN7YWF,Grant to Rural Urban Synthesis Society Limited,To develop proposals for a potential 34 unit development on London Borough of Lewisham owned land,GBP,186690,2014-12-01,2014-12-01,2015-03-31,Rural Urban Synthesis Society Limited,GB-COH-IP030624,,IP030624,GB-LAE-GLA,Greater London Authority,Housing and Land,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1271
360G-GLA-GOdyWsLEvbn8Evt,Grant to Heart of London Business Alliance,GLA New Business Improvement Districts Programme ,GBP,35000,2014-12-01,2014-12-01,2016-03-31,Heart of London Business Alliance,GB-COH-04293930,,04293930,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1245
360G-GLA-GiFX5TPk4n4WGU7,Grant to Guy Fox History Project Ltd,Speed Volunteering project,GBP,10000,2014-12-03,2014-12-03,2015-03-30,Guy Fox History Project Ltd,GB-CHC-1119898,1119898,06173274,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,Speed Volunteering project,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1282
360G-GLA-GgkswWt22WVR7DD,Grant to SME Wholesale Finance Ltd,Grant to SME Wholesale Finance Ltd,GBP,25000000,2014-12-04,2014-12-01,2023-12-01,SME Wholesale Finance Ltd,GB-COH-05165896,,05165896,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1345
360G-GLA-Gx0Kag8DCKOHmi4,Grant to Amateur Swimming Association,To deliver the Mayor’s Sports Legacy Programme (Phase II): Make a Splash programme,GBP,79200,2014-12-04,2014-12-01,2015-09-01,Amateur Swimming Association,GB-COH-10931571,,10931571,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1273
360G-GLA-GocnluCziOPydUs,Grant to Peabody Group,"In relation to London’s Great Outdoors programme 2014/15: green spaces, pocket parks and trees ",GBP,300000,2014-12-15,2014-12-01,2015-03-01,Peabody Trust,GB-COH-RS007223,,RS007223,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1056
360G-GLA-GVveYlHXsOgCRFh,Grant to London Work Based Learning Alliance,For continuation of the Apprenticeships Information Ambassadors Network,GBP,100000,2014-12-19,2014-12-01,2016-03-01,London Work Based Learning Alliance,GB-COH-05003899,,05003899,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1266
360G-GLA-GbGCDpQkk4Ts323,Grant to LB Croydon,GLA New Business Improvement Districts Programme - Purley BID,GBP,24692,2014-12-19,2014-12-19,2016-03-31,LB Croydon,GB-LAE-CRY,,,GB-LAE-GLA,Greater London Authority,"Development, Enterprise & Environment",,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1245
360G-GLA-GbTWtwX3GSogNor,Grant to The Sonshine Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-01,2015-01-01,2015-02-08,The Sonshine Club,GB-CHC-1124803,1124803,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GJ7M4JZizgGBtI2,Grant to RENAISI,To improve the English Language Skills of non-EU national mothers,GBP,100233.71,2015-01-01,2015-01-01,2015-06-30,RENAISI,GB-COH-03532867,,03532867,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1305
360G-GLA-G9zOXJjMbIYqFdY,Grant to LB Waltham Forest,To improve the English Language Skills of non-EU national mothers,GBP,91376.95,2015-01-01,2015-01-01,2015-06-30,LB Waltham Forest,GB-LAE-WFT,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1305
360G-GLA-GIGdAlVtQl8Yzjc,Grant to LB Harrow,To improve the English Language Skills of non-EU national mothers,GBP,110359.02,2015-01-01,2015-01-01,2015-06-30,LB Harrow,GB-LAE-HRW,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1305
360G-GLA-G5spth1HNG0JM53,Grant to Harrow Athletic Club (AC),"In relation to the FreeSport programme

",GBP,1500,2015-01-01,2015-01-01,2015-03-30,Harrow Athletic Club (AC),360G-GLA-RKt91Noa6JezJLg,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GCV1Qs8feBQo9Qi,Grant to Embrace UK Community Support Centre,"In relation to the FreeSport programme

",GBP,1500,2015-01-01,2015-01-01,2015-04-12,Embrace UK Community Support Centre,GB-CHC-1087526,1087526,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GQ4nwL5YQ1T80Js,Grant to Camden School for Girls      ,To improve the English Language Skills of non-EU national mothers,GBP,83241.61,2015-01-01,2015-01-01,2015-06-30,Camden School for Girls      ,GB-UKPRN-10000001,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,DD1305
360G-GLA-GQACj7xzzOzHREn,Grant to Asian People's Disability Alliance,"In relation to the FreeSport programme

",GBP,1500,2015-01-01,2015-01-01,2015-04-12,Asian People's Disability Alliance,GB-CHC-1140090,1140090,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G0Y3DF7LVjY5VQa,Grant to Rockdale Trust,"In relation to the FreeSport programme

",GBP,1334,2015-01-02,2015-01-02,2015-03-31,Rockdale Trust,GB-CHC-1088308,1088308,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GFPeRWQWox7lbgf,Grant to Track Academy,"In relation to the FreeSport programme

",GBP,1500,2015-01-03,2015-01-03,2015-03-28,Track Academy,GB-CHC-1164222,1164222,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G4j0yZKyjMnJdHG,Grant to St. Hilda's East,"In relation to the FreeSport programme

",GBP,1500,2015-01-03,2015-01-03,2015-04-12,St. Hilda's East,GB-CHC-212208,212208,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GCPVoS8kUjrcpnB,Grant to Lambeth Table Tennis Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-03,2015-01-03,2015-04-11,Lambeth Table Tennis Club,360G-GLA-RU0tta25ErZIsxM,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gp7imiqR2Dh68D2,Grant to Dagenham Bangladeshi Women & Children's Association,"In relation to the FreeSport programme

",GBP,1500,2015-01-03,2015-01-03,2015-04-11,Dagenham Bangladeshi Women & Children's Association,GB-CHC-1142495,1142495,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GqzBlGkYbE1tYxB,Grant to The Calthorpe Project,"In relation to the FreeSport programme

",GBP,1500,2015-01-04,2015-01-04,2015-04-12,The Calthorpe Project,GB-CHC-292578,292578,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GKFwtsqMupaXICP,Grant to Pro Touch Soccer Academy,"In relation to the FreeSport programme

",GBP,1500,2015-01-04,2015-01-04,2015-03-22,Pro Touch Soccer Academy,360G-GLA-R2mLC6LvNFidWPR,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GORb3ALoIuv9E7e,Grant to Grasshoppers RFC,"In relation to the FreeSport programme

",GBP,1500,2015-01-04,2015-01-04,2015-04-05,Grasshoppers RFC,GB-COH-05516070,,05516070,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G1JzLlOe3MnEIOG,Grant to Aspire,"In relation to the FreeSport programme

",GBP,1100,2015-01-04,2015-01-04,2015-02-08,Aspire,GB-CHC-1075317,1075317,03744357,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G6FcZtkbZR81WZT,Grant to Tower Hamlets Judo Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-03-27,Tower Hamlets Judo Club,360G-GLA-Rlg0ZdtJr3RTZ6U,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GM3IsqH08WmHtOx,Grant to Tower Hamlets Badminton Academy,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-03-27,Tower Hamlets Badminton Academy,360G-GLA-RigRT7Jjgdm65Lc,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GbOXENkslcbi2qR,Grant to Sycamore Trust,"In relation to the FreeSport programme

",GBP,1480,2015-01-05,2015-01-05,2015-04-10,Sycamore Trust,GB-CHC-1116697,1116697,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G1QIqGzfhwgpKtN,Grant to Step by Step London,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-04-12,Step by Step London,GB-CHC-1143986,1143986,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GURBIk2bwzi5XUT,Grant to Southall Self Defence Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-04-12,Southall Self Defence Club,360G-GLA-RjYeJXGLlN80RDt,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GeoPMLYdOIdIgWY,Grant to South East London Tennis CIC,"In relation to the FreeSport programme

",GBP,1305,2015-01-05,2015-01-05,2015-04-12,South East London Tennis CIC,GB-COH-07637524,,07637524,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GvyPvCknKB4z78q,Grant to Newham College of Further Education,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-04-10,Newham College of Further Education,GB-UKPRN-10004607,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GbDsUfAamn8soWj,Grant to Middle Eastern Women & Society Organisation,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-04-03,Middle Eastern Women & Society Organisation,GB-CHC-1150129,1150129,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GErBbhywcgTwznH,Grant to Kingston College,"In relation to the FreeSport programme

",GBP,615,2015-01-05,2015-01-05,2015-04-12,Kingston College,GB-UKPRN-10003674,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GxZhccwI5iCBeGO,Grant to Holloway Neighbourhood Group,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-03-26,Holloway Neighbourhood Group,GB-CHC-290493,290493,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GEf5pwEK88cFVQm,Grant to Harrow Vultrix Korfball Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-03-30,Harrow Vultrix Korfball Club,360G-GLA-R3w8aRcU0qqsZSm,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G24Q9CzjOyo4wrv,Grant to Friendship Society/A & V Rhythmic Club,"In relation to the FreeSport programme

",GBP,1437.85,2015-01-05,2015-01-05,2015-04-06,Friendship Society/A & V Rhythmic Club,GB-CHC-1121095,1121095,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GPR7rolwkH1pV2Q,Grant to England Athletics,"In relation to the FreeSport programme

",GBP,1030,2015-01-05,2015-01-05,2015-03-09,England Athletics,GB-COH-05583713,,05583713,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G8KwAkt4B91mFmA,Grant to East London Dance,"In relation to the FreeSport programme

",GBP,1500,2015-01-05,2015-01-05,2015-03-23,East London Dance,GB-CHC-1053735,1053735,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GRuELhwf6GTRaEz,Grant to Dynamic Sports Academy,"In relation to the FreeSport programme

",GBP,950,2015-01-05,2015-01-05,2015-04-06,Dynamic Sports Academy,360G-GLA-REr4xeKgL4r6i6j,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GjX47j8IGl74Q2p,Grant to Bede House Association,"In relation to the FreeSport programme

",GBP,700,2015-01-05,2015-01-05,2015-04-06,Bede House Association,GB-CHC-303199,303199,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GSXydwDzGgQwhc6,Grant to Barking and Dagenham Somali Women's Association,"In relation to the FreeSport programme

",GBP,1250,2015-01-05,2015-01-05,2015-04-12,Barking and Dagenham Somali Women's Association,GB-CHC-1144357,1144357,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GXqRjWuWbgp3sJr,Grant to Barking and Dagenham Somali Women's Association,"In relation to the FreeSport programme

",GBP,1250,2015-01-05,2015-01-05,2015-04-12,Barking and Dagenham Somali Women's Association,GB-CHC-1144357,1144357,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GA3FePIFTJsU6Xo,Grant to Activiteens,"In relation to the FreeSport programme

",GBP,1498.28,2015-01-05,2015-01-05,2015-04-09,Activiteens,GB-CHC-1129447,1129447,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GEKOgC05WPjacDE,Grant to South Grove Primary School,"In relation to the FreeSport programme

",GBP,580,2015-01-06,2015-01-06,2015-04-07,South Grove Primary School,GB-EDU-103072,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GNR5lkjBo9b9jfe,Grant to Silverfit Ltd,"In relation to the FreeSport programme

",GBP,1481.5,2015-01-06,2015-01-06,2015-03-31,Silverfit Ltd,GB-CHC-1143135,1143135,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G8bHDdA7umUy2BY,Grant to Newham All Star Sports Academy (NASSA),"In relation to the FreeSport programme

",GBP,1500,2015-01-06,2015-01-06,2015-04-09,Newham All Star Sports Academy (NASSA),GB-CHC-1114835,1114835,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GIb8zbj5zqDKiXU,Grant to 2TR Football Ltd,"In relation to the FreeSport programme

",GBP,1430,2015-01-06,2015-01-06,2015-04-07,2TR Football Ltd,GB-COH-07973987,,07973987,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
