 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
060612G,APPLUS LLT,00079,1,"4,030.00",GENERAL,07/06/12,"4,030.00"
139706,OGILVIE FLEET LTD=============,00191831,1,"4,422.63",LEASE CAR CHARGES,11/06/12,"5,044.56"
139706,OGILVIE FLEET LTD=============,00191831,2,621.93,P/PAYMTS-CAR LEASG-RENTAL,11/06/12,
139706,OGILVIE FLEET LTD=============,00191831,3,-460.79,VAT CAR LEASING,11/06/12,
139706,OGILVIE FLEET LTD=============,00191831,4,460.79,LEASE CAR CHARGES,11/06/12,
139703,OGILVIE FLEET LTD=============,00194040,1,"3,517.37",LEASE CAR CHARGES,11/06/12,"4,223.16"
139703,OGILVIE FLEET LTD=============,00194040,2,705.79,P/PAYMTS-CAR LEASG-RENTAL,11/06/12,
139703,OGILVIE FLEET LTD=============,00194040,3,-359.16,VAT CAR LEASING,11/06/12,
139703,OGILVIE FLEET LTD=============,00194040,4,359.16,LEASE CAR CHARGES,11/06/12,
139703,OGILVIE FLEET LTD=============,00194041,1,"3,856.29",LEASE CAR CHARGES,11/06/12,"4,630.08"
139703,OGILVIE FLEET LTD=============,00194041,2,773.79,P/PAYMTS-CAR LEASG-RENTAL,11/06/12,
139703,OGILVIE FLEET LTD=============,00194041,3,-406.58,VAT CAR LEASING,11/06/12,
139703,OGILVIE FLEET LTD=============,00194041,4,406.58,LEASE CAR CHARGES,11/06/12,
300512G,CLARITY INFORMATION SOLUTIONS=,00767A,1,"3,900.00",PROFESSIONAL FEES - MISC,11/06/12,"3,900.00"
139699,CORONA ENERGY RETAIL 4 LTD,06762222,1,174.59,GAS,11/06/12,"28,941.67"
139699,CORONA ENERGY RETAIL 4 LTD,06762222,2,"1,299.99",GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,3,840.05,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,4,477.40,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,5,850.49,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,6,727.43,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,7,516.94,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,8,"3,394.94",GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,9,493.75,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,10,740.46,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,11,523.17,GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,12,"2,085.19",GAS,11/06/12,
139699,CORONA ENERGY RETAIL 4 LTD,06762222,13,"1,055.29",GAS,11/06/12,
