 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
140315,THAMES WATER UTILITIES LTD====,0705420579G,1,267.58,WATER & SEWERAGE RATES,01/08/2013,267.58
290713G,HAYS ACCOUNTANCY & FINANCE====,1003367076,1,696,FRS STAFF AGENCY,01/08/2013,696
290713H,*SPRUE SAFETY PRODUCTS LTD====,1049407,1,"1,516.80",FIRE DETECTORS,01/08/2013,"1,516.80"
290713H,*SPRUE SAFETY PRODUCTS LTD====,1049410,1,884.8,FIRE DETECTORS,01/08/2013,884.8
800022007,JAMES HUNTER (OUTFITTERS) LTD=,107142,1,283.77,CLOTHING,01/08/2013,283.77
800022016,JAMES HUNTER (OUTFITTERS) LTD=,107151,1,283.77,CLOTHING,01/08/2013,283.77
290713E,GP CONTRACTS==================,14758,1,260,OFFICE FURNITURE,01/08/2013,260
290713H,B NOKES CONTRACTS LTD,1830,1,57.5,STRATEGIC (NON CYCLICAL),01/08/2013,"2,157.50"
290713H,B NOKES CONTRACTS LTD,1830,2,"2,100.00",STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1831,1,569.25,STRATEGIC (NON CYCLICAL),01/08/2013,"1,829.25"
290713H,B NOKES CONTRACTS LTD,1831,2,"1,260.00",STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1832,1,"1,459.50",STRATEGIC (NON CYCLICAL),01/08/2013,"3,349.50"
290713H,B NOKES CONTRACTS LTD,1832,2,"1,890.00",STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1833,1,46,STRATEGIC (NON CYCLICAL),01/08/2013,256
290713H,B NOKES CONTRACTS LTD,1833,2,210,STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1834,1,494.5,STRATEGIC (NON CYCLICAL),01/08/2013,"2,679.50"
290713H,B NOKES CONTRACTS LTD,1834,2,"1,680.00",STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1834,3,505,STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,FIRE PROTECTION ASSOCIATION===,18343,1,"1,450.00",PROFESSIONAL DEVELOPMENT,01/08/2013,"1,450.00"
290713G,B NOKES CONTRACTS LTD,1835,1,"1,663.75",STRATEGIC (NON CYCLICAL),01/08/2013,"4,038.75"
290713G,B NOKES CONTRACTS LTD,1835,2,"2,100.00",STRATEGIC (NON CYCLICAL),01/08/2013,
290713G,B NOKES CONTRACTS LTD,1835,3,275,STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1836,1,"2,587.50",STRATEGIC (NON CYCLICAL),01/08/2013,"3,187.50"
290713H,B NOKES CONTRACTS LTD,1836,2,420,STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1836,3,180,STRATEGIC (NON CYCLICAL),01/08/2013,
290713H,B NOKES CONTRACTS LTD,1837,1,"1,541.50",STRATEGIC (NON CYCLICAL),01/08/2013,"2,453.00"
290713H,B NOKES CONTRACTS LTD,1837,2,911.5,STRATEGIC (NON CYCLICAL),01/08/2013,
290713G,B NOKES CONTRACTS LTD,1838,1,"4,198.50",STRATEGIC (NON CYCLICAL),01/08/2013,"4,198.50"
290713H,B NOKES CONTRACTS LTD,1839,1,"1,369.00",STRATEGIC (NON CYCLICAL),01/08/2013,"1,369.00"
290713H,B NOKES CONTRACTS LTD,1842,1,"4,500.00",DEVELOPMENT  EXPENSES-CONTRACT,01/08/2013,"5,810.10"
290713H,B NOKES CONTRACTS LTD,1842,2,"1,310.10",DEVELOPMENT  EXPENSES-CONTRACT,01/08/2013,
800021979,ADECCO UK LIMITED=============,26472740,1,436.8,FRS STAFF AGENCY,01/08/2013,436.8
800022388,ADECCO UK LIMITED=============,26479998,1,"1,782.72",FRS STAFF AGENCY,01/08/2013,"1,782.72"
800022389,ADECCO UK LIMITED=============,26479999,1,917,FRS STAFF AGENCY,01/08/2013,917
800022390,ADECCO UK LIMITED=============,26480000,1,475.44,FRS STAFF AGENCY,01/08/2013,475.44
800022391,ADECCO UK LIMITED=============,26480001,1,475.44,FRS STAFF AGENCY,01/08/2013,475.44
800022394,ADECCO UK LIMITED=============,26480004,1,458.37,FRS STAFF AGENCY,01/08/2013,458.37
800022396,ADECCO UK LIMITED=============,26480006,1,509.4,FRS STAFF AGENCY,01/08/2013,509.4
800022397,ADECCO UK LIMITED=============,26480007,1,345.4,FRS STAFF AGENCY,01/08/2013,345.4
800022398,ADECCO UK LIMITED=============,26480008,1,439.6,FRS STAFF AGENCY,01/08/2013,439.6
800022399,ADECCO UK LIMITED=============,26480009,1,871.04,FRS STAFF AGENCY,01/08/2013,871.04
800022400,ADECCO UK LIMITED=============,26480010,1,281.54,FRS STAFF AGENCY,01/08/2013,281.54
800022401,ADECCO UK LIMITED=============,26480011,1,703.85,FRS STAFF AGENCY,01/08/2013,703.85
800022402,ADECCO UK LIMITED=============,26480012,1,263.76,FRS STAFF AGENCY,01/08/2013,263.76
800022403,ADECCO UK LIMITED=============,26483046,1,"1,212.00",FRS STAFF AGENCY,01/08/2013,"1,212.00"
800022404,ADECCO UK LIMITED=============,26483047,1,"1,212.00",FRS STAFF AGENCY,01/08/2013,"1,212.00"
800022405,ADECCO UK LIMITED=============,26483048,1,"1,131.55",FRS STAFF AGENCY,01/08/2013,"1,131.55"
800022406,ADECCO UK LIMITED=============,26483049,1,"1,131.55",FRS STAFF AGENCY,01/08/2013,"1,131.55"
290713H,MACE LIMITED,269450/0713323,1,"2,489.62",PROF FEES-MISCELLANEOUS,01/08/2013,"2,489.62"
290713E,DRAIN CONTROL=================,30063,1,"2,505.00",STRATEGIC (NON CYCLICAL),01/08/2013,"2,505.00"
250713H,HUNTERS CONTRACTS LIMITED,342733,1,328.34,OFFICE FURNITURE,01/08/2013,328.34
140315,OPHTHALMIC TECHNOLOGIES LTD,35872,1,"2,842.30",MEDICAL EXPENSES,01/08/2013,"2,842.30"
170713C,GLOBAL TO LOCAL LTD,437/9/AF176,1,"1,003.74",CONSULTANTS,01/08/2013,"3,853.74"
170713C,GLOBAL TO LOCAL LTD,437/9/AF176,2,"1,850.00",CONSULTANTS,01/08/2013,
170713C,GLOBAL TO LOCAL LTD,437/9/AF176,3,"1,000.00",CONSULTANTS,01/08/2013,
140315,CORONA ENERGY RETAIL 4 LTD,55029903,1,"7,194.39",GAS,01/08/2013,"7,194.39"
290713H,URS SCOTT WILSON LIMITED,5557135,1,642.91,STRATEGIC (NON CYCLICAL),01/08/2013,642.91
290713H,URS SCOTT WILSON LIMITED,5557709,1,664.71,STRATEGIC (NON CYCLICAL),01/08/2013,664.71
800022107,*GREENHAM TRADING LTD=========,5597539,1,65.2,HYGIENE,01/08/2013,333.08
800022107,*GREENHAM TRADING LTD=========,5597539,2,6.72,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,3,11.24,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,4,11.6,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,5,16.83,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,6,8.9,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,7,30.2,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,8,10.81,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,9,5.67,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,10,1.15,OPERATIONAL EQUIP-PURCHASE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,11,1.78,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,12,15.21,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,13,10.36,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,14,8.76,CLOTHING,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,15,108.1,HYGIENE,01/08/2013,
800022107,*GREENHAM TRADING LTD=========,5597539,16,20.55,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,1,14.45,HYGIENE,01/08/2013,259.41
800022132,*GREENHAM TRADING LTD=========,5597564,2,10.3,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,3,40.75,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,4,15.1,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,5,18.1,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,6,10.36,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,7,14.45,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,8,10.3,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,9,15.1,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,10,82.4,HYGIENE,01/08/2013,
800022132,*GREENHAM TRADING LTD=========,5597564,11,28.1,HYGIENE,01/08/2013,
140315,BRITISH GAS BUSINESS==========,56640329/2,1,"3,601.52",ELECTRICITY,01/08/2013,"3,601.52"
190713C,KINGSWOOD CONSTRUCTION,6027,1,"3,931.26",DEVELOPMENT  EXPENSES-CONTRACT,01/08/2013,"3,931.26"
190713C,KINGSWOOD CONSTRUCTION,6028,1,"32,462.67",DEVELOPMENT  EXPENSES-CONTRACT,01/08/2013,"32,462.67"
140315,ESSEX & SUFFOLK WATER PLC=====,603455300010P,1,"1,324.89",WATER & SEWERAGE RATES,01/08/2013,"1,324.89"
140313,BRITISH GAS BUSINESS==========,6256100734,1,346.16,ELECTRICITY,01/08/2013,"3,001.01"
140313,BRITISH GAS BUSINESS==========,6256100734,2,386.36,ELECTRICITY,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,3,215.76,ELECTRICITY,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,4,242.06,ELECTRICITY,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,5,302.87,ELECTRICITY,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,6,410.75,ELECTRICITY,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,7,810.63,ELECTRICITY,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,8,12.16,GAS,01/08/2013,
140313,BRITISH GAS BUSINESS==========,6256100734,9,274.26,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,1,392.65,ELECTRICITY,01/08/2013,"10,976.05"
140309,BRITISH GAS BUSINESS==========,6256107130,2,306.11,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,3,379.21,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,4,409.44,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,5,654.29,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,6,334.74,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,7,481.85,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,8,263.78,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,9,375.42,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,10,483.9,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,11,240.42,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,12,386.82,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,13,357.71,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,14,504.66,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,15,516.35,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,16,388.41,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,17,96.77,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,18,193.75,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,19,203.59,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,20,59.68,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,21,27.15,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,22,33.85,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,23,46.44,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,24,462.81,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,25,41.96,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,26,27.62,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,27,18.25,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,28,732.5,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,29,949.97,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,30,625.07,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,31,325.68,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,32,249.73,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,33,128.25,ELECTRICITY,01/08/2013,
140309,BRITISH GAS BUSINESS==========,6256107130,34,277.22,ELECTRICITY,01/08/2013,
