 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
800014315,ADECCO UK LIMITED=============,26180969,1,834.90,FRS STAFF AGENCY,01/11/12,834.90
800014316,ADECCO UK LIMITED=============,26180970,1,499.80,FRS STAFF AGENCY,01/11/12,499.80
800014317,ADECCO UK LIMITED=============,26180971,1,579.60,FRS STAFF AGENCY,01/11/12,579.60
800014318,ADECCO UK LIMITED=============,26185443,1,"1,749.96",FRS STAFF AGENCY,01/11/12,"1,749.96"
800014319,ADECCO UK LIMITED=============,26185444,1,"1,296.75",FRS STAFF AGENCY,01/11/12,"1,296.75"
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,1,29.01,REFUSE COLLECTION,01/11/12,"13,020.91"
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,2,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,3,74.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,4,46.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,5,52.50,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,6,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,7,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,8,120.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,9,90.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,10,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,11,45.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,12,45.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,13,76.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,14,105.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,15,211.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,16,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,17,211.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,18,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,19,181.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,20,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,21,281.10,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,22,151.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,23,52.50,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,24,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,25,53.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,26,38.10,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,27,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,28,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,29,211.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,30,162.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,31,68.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,32,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,33,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,34,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,35,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,36,105.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,37,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,38,120.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,39,92.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,40,45.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,41,178.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,42,162.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,43,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,44,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,45,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,46,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,47,178.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,48,59.70,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,49,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,50,45.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,51,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,52,227.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,53,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,54,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,55,66.90,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,56,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,57,92.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,58,53.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,59,120.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,60,75.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,61,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,62,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,63,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,64,52.50,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,65,211.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,66,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,67,225.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,68,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,69,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,70,66.90,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,71,74.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,72,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,73,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,74,136.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,75,53.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,76,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,77,76.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,78,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,79,92.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,80,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,81,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,82,15.10,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,83,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,84,225.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,85,211.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,86,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,87,53.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,88,92.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,89,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,90,52.50,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,91,411.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,92,52.50,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,93,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,94,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,95,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,96,74.80,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,97,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,98,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,99,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,100,"1,099.80",REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,101,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,102,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,103,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,104,241.60,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,105,15.10,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,106,92.00,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,107,66.90,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,108,168.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,109,89.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,110,81.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,111,84.50,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,112,53.20,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,113,60.40,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,114,45.30,REFUSE COLLECTION,01/11/12,
251012E,MCGRATH BROS (WASTE CONTROL) L,270088,115,60.40,REFUSE COLLECTION,01/11/12,
261012E,CLASSIC VIDEO INTERNATIONAL===,36570,1,"47,478.50",PUBLIC RELATIONS,01/11/12,"47,478.50"
291012C,BURGES SALMON=================,376279,1,660.00,DISPOSAL COSTS - LEGAL COSTS,01/11/12,660.00
191012C,W & E DERRICK BLDG. CONT.=====,4023,1,"2,355.00",DAY TO DAY MINOR IMPS,01/11/12,"2,355.00"
291012E,MELVILLE EXHIB &EVENT SERVICES,420204,1,"9,496.38",PUBLIC RELATIONS,01/11/12,"9,496.38"
291012E,MELVILLE EXHIB &EVENT SERVICES,420211,1,"14,573.72",PUBLIC RELATIONS,01/11/12,"14,573.72"
291012E,MELVILLE EXHIB &EVENT SERVICES,421130,1,"4,209.50",PUBLIC RELATIONS,01/11/12,"4,209.50"
291012E,MELVILLE EXHIB &EVENT SERVICES,421138,1,"2,292.00",PUBLIC RELATIONS,01/11/12,"2,292.00"
261012E,SPORTSAFE UK LTD==============,438384,1,315.72,GYM EQUIPMENT,01/11/12,778.72
261012E,SPORTSAFE UK LTD==============,438384,2,69.00,GYM EQUIPMENT,01/11/12,
261012E,SPORTSAFE UK LTD==============,438384,3,49.00,GYM EQUIPMENT,01/11/12,
261012E,SPORTSAFE UK LTD==============,438384,4,345.00,GYM EQUIPMENT,01/11/12,
301012F,R J HOLLAND LTD===============,4614,1,"3,978.00",STRATEGIC (NON CYCLICAL),01/11/12,"5,263.00"
301012F,R J HOLLAND LTD===============,4614,2,"1,285.00",STRATEGIC (NON CYCLICAL),01/11/12,
291012C,R J HOLLAND LTD===============,4615,1,"4,465.00",STRATEGIC (NON CYCLICAL),01/11/12,"4,465.00"
291012C,R J HOLLAND LTD===============,4616,1,"2,159.00",STRATEGIC (NON CYCLICAL),01/11/12,"2,159.00"
301012F,URS SCOTT WILSON LIMITED,5295404,1,"14,217.56",PROFESSIONAL FEES - MISC,01/11/12,"14,217.56"
301012F,J HUDSON & CO (WHISTLES)LTD,54359,1,659.67,GENERAL CONSUMABLES,01/11/12,659.67
800014142,*GREENHAM TRADING LTD=========,5554184,1,15.84,HYGIENE,01/11/12,252.09
800014142,*GREENHAM TRADING LTD=========,5554184,2,15.84,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,3,23.44,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,4,27.30,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,5,9.60,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,6,0.50,CATERING EQUIPMENT,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,7,2.28,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,8,17.58,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,9,4.12,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,10,7.80,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,11,11.24,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,12,38.85,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,13,38.85,HYGIENE,01/11/12,
800014142,*GREENHAM TRADING LTD=========,5554184,14,38.85,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,1,16.38,HYGIENE,01/11/12,279.46
800014143,*GREENHAM TRADING LTD=========,5554185,2,3.96,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,3,17.58,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,4,3.16,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,5,1.63,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,6,4.00,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,7,16.38,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,8,20.98,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,9,41.77,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,10,4.56,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,11,14.77,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,12,3.96,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,13,1.63,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,14,4.00,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,15,16.38,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,16,20.98,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,17,1.58,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,18,41.77,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,19,4.56,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,20,14.77,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,21,3.96,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,22,17.58,HYGIENE,01/11/12,
800014143,*GREENHAM TRADING LTD=========,5554185,23,3.12,HYGIENE,01/11/12,
139931,BRITISH GAS BUSINESS==========,575346901,1,257.03,ELECTRICITY,01/11/12,257.03
139926,BRITISH GAS BUSINESS==========,580259991,1,495.57,ELECTRICITY,01/11/12,"13,740.22"
139926,BRITISH GAS BUSINESS==========,580259991,2,341.80,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,3,526.26,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,4,559.71,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,5,613.30,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,6,473.20,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,7,462.39,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,8,317.00,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,9,264.12,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,10,546.53,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,11,327.42,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,12,565.26,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,13,423.32,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,14,674.40,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,15,579.79,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,16,309.79,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,17,153.60,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,18,206.15,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,19,571.45,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,20,566.08,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,21,56.14,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,22,32.83,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,23,63.73,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,24,509.09,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,25,45.41,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,26,48.86,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,27,18.10,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,28,"1,138.04",ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,29,"1,183.45",ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,30,762.29,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,31,390.52,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,32,272.62,ELECTRICITY,01/11/12,
139926,BRITISH GAS BUSINESS==========,580259991,33,242.00,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,1,348.53,ELECTRICITY,01/11/12,"12,943.25"
139927,BRITISH GAS BUSINESS==========,580259992,2,348.55,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,3,835.49,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,4,533.56,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,5,36.41,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,6,18.91,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,7,313.04,ELECTRICITY,01/11/12,
139927,BRITISH GAS BUSINESS==========,580259992,8,388.66,ELECTRICITY,01/11/12,
