 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
260213E,LONDON ROCK SUPPLIES,67571,1,260,OPERATIONAL EQUIP-PURCHASE,04/03/2013,260
260213E,HEALTH & SAFETY LABORATORY====,32811,1,295,PROFESSIONAL DEVELOPMENT,04/03/2013,295
140115,CORONA ENERGY RETAIL 4 LTD,79701013,1,"9,081.13",GAS,04/03/2013,"9,081.13"
250213C,ACORN BUSINESS SUPPLIES LTD,1/I0036433,1,221.1,OFFICE FURNITURE,04/03/2013,442.2
250213C,ACORN BUSINESS SUPPLIES LTD,1/I0036433,2,221.1,OFFICE FURNITURE,04/03/2013,
200213C,HAYS ACCOUNTANCY & FINANCE====,1002911319,1,696,FRS STAFF AGENCY,04/03/2013,696
260213C,AFFINITY WATER,101019434,1,754,CURRENT HYDRANT COSTS,04/03/2013,754
260213C,AFFINITY WATER,101019435,1,403,CURRENT HYDRANT COSTS,04/03/2013,403
260213C,AFFINITY WATER,101019437,1,403,CURRENT HYDRANT COSTS,04/03/2013,403
150213C,CARILLION COMMUNICATIONS LTD==,1011414,1,650,TACTICAL DAY TO DAY,04/03/2013,650
140213E,CARILLION COMMUNICATIONS LTD==,1011415,1,900,TACTICAL DAY TO DAY,04/03/2013,900
260213E,MOOLANDS LTD,10263,1,495,TACTICAL DAY TO DAY,04/03/2013,495
260213E,MOOLANDS LTD,10264,1,730,TACTICAL DAY TO DAY,04/03/2013,"7,300.00"
260213E,MOOLANDS LTD,10264,2,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,3,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,4,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,5,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,6,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,7,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,8,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,9,730,TACTICAL DAY TO DAY,04/03/2013,
260213E,MOOLANDS LTD,10264,10,730,TACTICAL DAY TO DAY,04/03/2013,
200213C,*SPRUE SAFETY PRODUCTS LTD====,1043568,1,"1,520.00",FIRE DETECTORS,04/03/2013,"2,282.00"
200213C,*SPRUE SAFETY PRODUCTS LTD====,1043568,2,762,FIRE DETECTORS,04/03/2013,
200213C,*SPRUE SAFETY PRODUCTS LTD====,1043569,1,"2,286.00",FIRE DETECTORS,04/03/2013,"6,186.00"
200213C,*SPRUE SAFETY PRODUCTS LTD====,1043569,2,"1,620.00",FIRE DETECTORS,04/03/2013,
200213C,*SPRUE SAFETY PRODUCTS LTD====,1043569,3,"2,280.00",FIRE DETECTORS,04/03/2013,
200213C,*SPRUE SAFETY PRODUCTS LTD====,1043570,1,632,FIRE DETECTORS,04/03/2013,632
800017170,JAMES HUNTER (OUTFITTERS) LTD=,106694,1,231.79,CLOTHING,04/03/2013,366.17
800017170,JAMES HUNTER (OUTFITTERS) LTD=,106694,2,134.38,CLOTHING,04/03/2013,
800017171,JAMES HUNTER (OUTFITTERS) LTD=,106695,1,303.41,CLOTHING,04/03/2013,606.3
800017171,JAMES HUNTER (OUTFITTERS) LTD=,106695,2,302.89,CLOTHING,04/03/2013,
800017175,JAMES HUNTER (OUTFITTERS) LTD=,106699,1,119.64,CLOTHING,04/03/2013,353.92
800017175,JAMES HUNTER (OUTFITTERS) LTD=,106699,2,182.16,CLOTHING,04/03/2013,
800017175,JAMES HUNTER (OUTFITTERS) LTD=,106699,3,52.12,CLOTHING,04/03/2013,
140213E,HOLMATRO UK LIMITED,1074386,1,382.99,PROTECTIVE EQUIPMENT R & D,04/03/2013,382.99
280213G,P J HARTE(DECORATING CONT) LTD,10996PH,1,519.49,STRATEGIC (NON CYCLICAL),04/03/2013,519.49
260213E,PA ASSOCIATES (UK) LTD========,13010,1,"2,367.50",CONSULTANTS,04/03/2013,"2,367.50"
260213E,BOURNES OF LONDON PROJECTS LTD,1464,1,"1,964.25",TACTICAL DAY TO DAY,04/03/2013,"1,964.25"
180213E,C BEAUMONT LTD,1643,1,319.2,STRATEGIC (NON CYCLICAL),04/03/2013,319.2
260213E,FIRE INDUSTRY ASSOCIATION LTD,16858,1,"1,200.00",PROFESSIONAL DEVELOPMENT,04/03/2013,"1,200.00"
260213E,DISTRICT SURVEYORS ASSOCIATION,201547,1,300,PROFESSIONAL DEVELOPMENT,04/03/2013,300
140115,THAMES WATER UTILITIES LTD====,2049465181M,1,519.67,WATER & SEWERAGE RATES,04/03/2013,519.67
140213E,UNDERSTANDING RECRUITMENT=====,2221,1,"4,200.00",MAINTENANCE & SUPPORT,04/03/2013,"4,200.00"
800017373,ADECCO UK LIMITED=============,26323646,1,588.35,FRS STAFF AGENCY,04/03/2013,588.35
800017374,ADECCO UK LIMITED=============,26323647,1,736.4,FRS STAFF AGENCY,04/03/2013,736.4
800017375,ADECCO UK LIMITED=============,26323648,1,"1,199.08",FRS STAFF AGENCY,04/03/2013,"1,199.08"
800017376,ADECCO UK LIMITED=============,26323649,1,588.35,FRS STAFF AGENCY,04/03/2013,588.35
800017377,ADECCO UK LIMITED=============,26323650,1,353.01,FRS STAFF AGENCY,04/03/2013,353.01
800017378,ADECCO UK LIMITED=============,26323651,1,"1,114.75",FRS STAFF AGENCY,04/03/2013,"1,114.75"
800017379,ADECCO UK LIMITED=============,26323652,1,"1,114.75",FRS STAFF AGENCY,04/03/2013,"1,114.75"
800017380,ADECCO UK LIMITED=============,26323653,1,588.35,FRS STAFF AGENCY,04/03/2013,588.35
800017381,ADECCO UK LIMITED=============,26323654,1,588.35,FRS STAFF AGENCY,04/03/2013,588.35
800017382,ADECCO UK LIMITED=============,26323655,1,470.68,FRS STAFF AGENCY,04/03/2013,470.68
800017383,ADECCO UK LIMITED=============,26323656,1,416.08,FRS STAFF AGENCY,04/03/2013,416.08
