 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid
141212C,ADVANCED FURNITURE============,48506,1,"1,890.00",OFFICE FURNITURE,07/01/2013,"1,890.00"
141212C,ADVANCED FURNITURE============,48507,1,270,OFFICE FURNITURE,07/01/2013,270
141212C,ADVANCED FURNITURE============,48513,1,540,OFFICE FURNITURE,07/01/2013,540
191212E,ADVANCED FURNITURE============,48632,1,270,OFFICE FURNITURE,07/01/2013,270
140012,THAMES WATER UTILITIES LTD====,0425521115L,1,362.72,WATER & SEWERAGE RATES,07/01/2013,362.72
191212E,*PRINCIPAL CATERING CONSULTNTS,49878,1,80,REFRESHMENTS,07/01/2013,308.75
191212E,*PRINCIPAL CATERING CONSULTNTS,49878,2,216.25,REFRESHMENTS,07/01/2013,
191212E,*PRINCIPAL CATERING CONSULTNTS,49878,3,12.5,REFRESHMENTS,07/01/2013,
140012,CORONA ENERGY RETAIL 4 LTD,77781111,1,"8,763.77",GAS,07/01/2013,"8,763.77"
140012,CORONA ENERGY RETAIL 4 LTD,77781112,1,"1,392.33",GAS,07/01/2013,"1,392.33"
140001,CORONA ENERGY RETAIL 4 LTD,7803442,1,334.01,GAS,07/01/2013,334.01
171212E,BENNETT MECHANICAL SERVICES LT,1,1,"26,440.88",DEVELOPMENT EXP - CONTRACTORS,07/01/2013,"26,440.88"
181212C,HAYS ACCOUNTANCY & FINANCE====,1002727821,1,696,FRS STAFF AGENCY,07/01/2013,696
181212C,HAYS ACCOUNTANCY & FINANCE====,1002736334,1,696,FRS STAFF AGENCY,07/01/2013,696
191212C,ABACUS VEHICLE HIRE LTD,100749,1,"6,098.19",ACCIDENT REPAIRS,07/01/2013,"6,098.19"
139995,MOOLANDS LTD,10159,1,"3,332.00",TACTICAL DAY TO DAY,07/01/2013,"3,332.00"
211212E,ARVAL UK LTD,1019641798,1,"1,253.52",CONTRACT HIRE,07/01/2013,"1,400.28"
211212E,ARVAL UK LTD,1019641798,2,146.76,CONTRACT HIRE,07/01/2013,
191212E,ARVAL UK LTD,1019641801,1,345.52,PURCHASES - COMPUTER EQUIPMENT,07/01/2013,"1,015.64"
191212E,ARVAL UK LTD,1019641801,2,670.12,PURCHASES - COMPUTER EQUIPMENT,07/01/2013,
020113C,*SPRUE SAFETY PRODUCTS LTD====,1040950,1,"1,896.00",FIRE DETECTORS,07/01/2013,"1,896.00"
020113C,*SPRUE SAFETY PRODUCTS LTD====,1040954,1,252.8,FIRE DETECTORS,07/01/2013,252.8
